year,engine_name,cylinders,bore_mm,stroke_mm,displacement_cm3,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg,source_file
1915,Northway-Oakland 41 @ 2500,6,71.4375,120.65,2901.4892,4.5,241.3,2,31.75,7.9375,31.75,7.9375,198.5,230,112.12,-4.62,20s/oakland_177_i6.mr
1919,Cleveland 40 40 @ 2000,6,76.2,114.3,3127.4999,4.7,241.3,2.1111,33.3375,7.9375,33.3375,7.9375,208,240,113,-3,20s/cleveland_191_i6.mr
1920,Allen 43,4,88.9,127,3153.2406,4.25,269.875,2.125,41.275,7.9375,41.275,7.9375,214,238,113,-4,20s/allen_192_i4.mr
1920,Anderson 30 (Continental 7R) 55 @ 2600,6,82.55,114.3,3670.4686,4.456,266.7,2.3333,41.275,7.9375,41.275,7.9375,208,228,111,-5,20s/continental_7r_224_i6.mr
1920,Daniels D-19 90 @ 2000,8,88.9,133.35,6621.8053,4.7,292.1,2.1905,42.8625,6.35,42.8625,6.35,220,235,113.75,-6.25,20s/daniels_404_v8.mr
1920,Falls R/R1/T8000,6,79.375,107.95,3205.0238,4.791,206.375,1.9118,34.1313,7.1437,34.1313,7.1437,209,235,112.5,-5,20s/falls_196_i6.mr
1920,Holmes 40 @,6,88.9,107.95,4020.3818,4.5,228.6,2.1176,41.275,7.9375,41.275,7.9375,198,245,110.75,-3.25,20s/holmes_245_i6.mr
1920,Hupmobile R 35 @,4,82.55,139.7,2990.7522,4,301.625,2.1591,41.275,7.9375,41.275,7.9375,212,236,112,-6,20s/hupmobile_183_i4.mr
1920,Kissel 61 @ 2300,6,84.1375,139.7,4660.3308,4.5,254,1.8182,46.0375,7.9375,46.0375,7.9375,210,230,110,0,20s/kissel_284_i6.mr
1920,LaFayette 95 @ 4000,8,82.55,133.35,5709.6179,4,323.85,2.4286,44.45,9.525,44.45,9.525,226,226,113,0,20s/lafayette_348_v8.mr
1920,Liberty 10-C 52 @ 2450,6,79.375,127,3770.6162,4.5,254,2,38.1,7.9375,38.1,7.9375,212,231,111.75,-2.25,20s/liberty_230_i6.mr
1920,Liberty 70 @ 2400,6,79.375,127,3770.6162,4.651,254,2,38.1,7.9375,38.1,7.9375,212,231,111.75,-2.25,20s/wisc_lib.mr
