year,engine_name,cylinders,bore_mm,stroke_mm,displacement_cm3,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg,source_file
2023,Created by oror 2023,18,148,170,52642.2858,6.6,275,1.6176,68,15,68,13,280,260,115,-5,aircraft/m120_3223_y18.mr
2023,Created by oror 2023,5,125,140,8590.2924,5,260,1.8571,53,12,53,12,242,249,111.75,0.75,aircraft/m12_525_r5.mr
2023,Created by oror 2023,12,160,190,45842.12,6,340,1.7895,72,10.7,69,10.7,245,236,112.75,-4.75,aircraft/m17_2869_v12.mr
2023,Created by oror 2023,12,160,190,45842.12,6,315,1.6579,60,12,52.5,12,248,235,110.75,-3.25,aircraft/m34_2846_v12.mr
2023,Created by oror 2023,12,222,286,132844.3565,5,450,1.5734,90,18,75,18,245,236,112.75,-4.75,aircraft/m44_8107_v12.mr
2023,Created by oror 2023,14,155.5,155,41210.739,7,305,1.9677,78,14.25,78,14.25,263,284,111.75,0.25,aircraft/m82_2521_r14.mr
2023,Created by oror 2023,6,140,160,14778.0518,4.5,291.95,1.8247,71.9,11.15,71.9,11.15,213,256,111.75,3.25,aircraft/mercedes_diii_902_i6.mr
2023,Created by oror 2023,6,160,180,21714.6884,4.82,326,1.8111,55.25,10.125,55.25,10,228.2,247.7,110.8,-4.29,aircraft/mercedes_div_1325_i6.mr
2023,Created by oror 2023,24,96.8375,95.25,16836.5555,7.75,161.925,1.7,47.625,12.7,44.45,12.7,232,232,100,3,aircraft/napier_dagger_1027_h24.mr
2023,Created by oror 2023,12,139.7,130.175,23943.7145,5.8,249.6,1.9174,44.45,8.7376,45.2437,8.9916,241.2,238,109.81,-0.81,aircraft/napier_lion_1462_w12.mr
2023,Created by oror 2023,16,88.9,88.9,8829.0738,6,177.8,2,41.275,8.7312,41.275,8.7312,241,238,109.75,-0.75,aircraft/napier_rapier_539_h16.mr
2023,Created by oror 2023,24,127,120.65,36680.5544,7,220,1.8235,60,13,60,13,280,280,105,0,aircraft/napier_sabre_2238_h24.mr
2023,Created by oror 2023,24,133.35,127,42568.7487,7,228.6,1.8,63.5,13.97,63.5,13.97,276,276,107,5,aircraft/pw_h2600_2598_h24.mr
2023,Created by oror 2023,18,146.05,152.4,45956.8736,6.65,312.738,2.0521,75.438,17.78,63.5,17.78,276,276,107,5,aircraft/pw_r2800_2811_r18.mr
2023,Created by oror 2023,28,146.05,152.4,71488.47,7,312.674,2.0517,78,12.192,78,10.668,320,394,107,11,aircraft/pw_r4360_4362_r28.mr
2023,Created by oror 2023,7,85,95,3773.5437,4,180,1.8947,32,7.5,32,7.5,225,225,107.5,0,aircraft/rep_7_230_r7.mr
2023,Created by oror 2023,12,152.4,167.64,36695.9989,6,270.51,1.6136,53,14.478,51,14.478,248,248,110,10,aircraft/rr_griffon_2239_v12.mr
2023,Created by oror 2023,12,137.16,152.4,27021.5992,6,256.54,1.6833,52.07,14.986,51.44,14.986,263,264,110.25,9.75,aircraft/rr_merlin_1649_v12.mr
2023,Created by oror 2023,16,135,170,38933.7578,5.19,300,1.7647,58.7,12,58.7,12,222,256,116.5,-2.5,aircraft/spa_1a_2376_v16.mr
2023,Created by oror 2023,6,135,170,14600.1592,5.19,265,1.5588,58.7,12,58.7,12,222,256,116.5,-2.5,aircraft/spa_6a_891_i6.mr
2023,Created by oror 2023,24,203.2,196.85,153208.8841,8,374.65,1.9032,112.014,22.86,88.138,22.606,255,260,103.75,1.25,aircraft/studebaker_xh9350_9349_h24.mr
2023,Created by oror 2023,42,107.95,92.075,35393.7185,7,190.5,2.069,60,12.7,50,12.7,284,320,97.5,-3.5,aircraft/wright_r2160_2191_r42.mr
2023,Created by oror 2023,18,155.575,160.337,54862.5209,6.85,354.012,2.2079,65.0875,15.875,65.0875,15.875,281,295,99,3.5,aircraft/wright_r3350_3353_r18.mr
2023,Created by oror 2023,9,127,139.7,15927.0828,6.3,279.4,2,55.88,14.2875,55.88,14.2875,250,285,113.75,-1.25,aircraft/wright_r975_973_r9.mr
2024,Created by oror 2024,12,105,115,11949.4404,6.4,205,1.7826,53,11.8,51.5,11.2,338,328,109.5,-6.5,aircraft/argus_as410_729_v12.mr
2024,Created by oror 2024,6,130,180,14335.0873,4.7,315,1.75,61.5,11.8,61.5,11.25,240,256.3,115.93,-4.07,aircraft/benz_bz3_877_i6.mr
2024,Created by oror 2024,24,135,160,54965.3051,6.4,300,1.875,62,13,62,13,250,258,113,-2,aircraft/fed1_3416_x24.mr
2024,Created by oror 2024,24,145,140,55483.6679,6.75,280,2,55.3,12,63.5,14,282,345,103.25,3.25,aircraft/junkers_jumo222_3386_r24.mr
2024,Created by oror 2024,3,107.95,133.35,3661.4192,5.14,247.65,1.8571,52.3875,11.938,52.3875,11.938,312,318,113.5,-0.5,aircraft/lawrance_l1_223_r3.mr
2024,Created by oror 2024,8,120,170,15381.2376,5,302,1.7765,61.2,8.71,60,8.71,228,234,114.5,-1.5,aircraft/ld_8ba_939_v8.mr
2024,Created by oror 2024,8,130.175,111.125,11831.6909,8.7,171.45,1.5429,53.975,11.3792,44.45,11.3792,220,227,112,0,aircraft/lycoming_o720_722_b8.mr
2024,Created by oror 2024,9,105,130,10131.0473,5.9,236.5,1.8192,54.3,14.5,52,14.5,254,271,108.75,1.75,aircraft/m14_619_r9.mr
2024,Created by oror 2024,21,155.5,155,61816.1084,7,305,1.9677,78,14.25,78,14.25,269.5,279,112.97,1.53,aircraft/m3_3782_r21.mr
2024,Created by oror 2024,18,155.5,174.5,59651.1203,6.4,350,2.0057,78,14.25,78,14.25,239,279,109.5,5,aircraft/m70_3647_r18.mr
2024,Created by oror 2024,14,155.5,174.5,46395.3158,6.4,340,1.9484,78,14.25,78,14.25,239,279,109.5,5,aircraft/m80_2838_r14.mr
2024,Created by oror 2024,8,120.65,133.35,12196.2843,5.02,228.6,1.7143,57.15,11.1125,57.15,9.525,215,236,113.75,-3.75,aircraft/packard_1a744_744_v8.mr
2025,Created by oror 2025,24,127,177.8,54055.5539,5.4,304.8,1.7143,65,11.1125,65,9.525,235,236,108.75,1.25,aircraft/aeromarine_al24_3299_w24.mr
2025,Created by oror 2025,6,107.95,165.1,9066.3712,5.25,304.8,1.8462,50.8,11.1125,47.625,11.1125,216,236,111,-3,aircraft/aeromarine_l6_553_i6.mr
2025,Created by oror 2025,14,156,156,41743.7742,6.5,300,1.9231,76,15,69,15,290,290,103,0,aircraft/bmw_801_2552_r14.mr
2025,Created by oror 2025,12,133.35,120.65,20220.1556,6.5,228.6,1.8947,62.7062,12.7,56.7531,12.7,278,278,105,-3,aircraft/lycoming_xo1230_1234_f12.mr
2025,Created by oror 2025,24,136.525,139.7,49081.9603,5.5,244.475,1.75,53.975,10.9982,50.0062,9.2964,215,236,113.75,-3.75,aircraft/packard_x2775_x24.mr
2025,Created by oror 2025,16,130,170,36103.1828,5.3,295,1.7353,45,9.5,45,9.5,214.4,240.2,115.66,-3.27,aircraft/peugeot_2231_x16.mr
2025,Created by oror 2025,12,120,140,19000.3524,6.4,265,1.8929,56,12.8,56,12.8,258,258,115,0,aircraft/renault_12r_1159_v12.mr
2025,Created by oror 2025,22,155.575,160.337,67054.1922,6.85,431.8,2.6931,65.0875,15.875,65.0875,15.875,281,295,99,3.5,aircraft/wright_r4090_4092_r22.mr
