year,engine_name,cylinders,bore_mm,stroke_mm,displacement_cm3,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg,source_file
1955,Studebaker 259 V8,8,90.4875,82.55,4246.9204,7,168.275,2.0385,42.0688,9.1281,38.8937,9.1281,245.5,245.5,110.25,-1.5,50s/studebaker_259_v8.mr
1956,Ford Y-Block 312 V8 215 @ 4600,8,96.52,87.376,5114.5409,8.4,158.8,1.8174,45.212,9.8,38.354,9.754,246,246,113,2,50s/ford_312_v8.mr
1956,Ford Y-Block V8 285 @ 4000,8,101.6,92.964,6029.5109,9,179.451,1.9303,50.8,10.6172,41.6719,10.6172,268,268,110.5,-5.5,50s/ford_368_v8.mr
1956,Porsche 356 1600 A/B (Type 616) 59 @ 4500,4,82.5,74,1582.3024,7,136,1.8378,38,9.27,34.5,8.97,265,260,108.25,3.75,50s/porsche_616_97_b4.mr
1957,Chevrolet Corvette 1957 283 HP @ 6200 RPM,8,98.425,76.2,4638.1596,9.5,144.8562,1.901,49.276,10.127,38.1,10.127,287,287,110.5,2,50s/chevrolet_283_v8.mr
1957,Packard 289 V8 275 HP @ 4800,8,90.4875,92.075,4736.9497,7.5,168.275,1.8276,42.0687,9.1281,38.8937,9.1281,245.4,245.4,110.18,-1.5,50s/packard_289_v8.mr
1959,Oldsmobile Rocket V8 315 @ 4600 ; 435 @ 2800,8,104.775,93.6625,6460.423,9.75,177.7492,1.8978,47.625,11.05,39.6875,11.1,250,264,110.5,1.5,50s/oldsmobile_394_v8.mr
2023,Created by oror 2023,8,100,88,5529.2031,8.5,168,1.9091,44,9.07,36,8.14,268,268,107,-3,50s/gaz_13_337_v8.mr
2023,Created by oror 2023,12,82,110,6970.9428,6.2,202,1.8364,41,9.2,37.5,9.2,240,240,109,-2,50s/gaz_51_425_v12.mr
2023,Created by oror 2023,2,78,78,745.4245,5.5,150,1.9231,38,6.3,38,6.3,348,348,110,12,50s/m72_46_b2.mr
2023,Created by oror 2023,8,88.9,114.3,5675.8332,6.4,201.93,1.7667,46.8312,7.62,43.6563,7.747,227,222,109.75,-0.25,50s/rr_phantom_iv_346_i8.mr
2023,Created by oror 2023,8,100,95,5969.026,9,175,1.8421,49.5,10,40,10,260.5,261,107.88,-6.38,50s/zil_111_364_v8.mr
2023,Created by oror 2023,4,92,92,2446.3205,6.7,168,1.8261,44,9.5,36,8.5,268,252,107,-3,50s/zmz_21_149_i4.mr
2023,Created by oror 2023,8,92,92,4892.641,6.7,168,1.8261,44,9.5,36,8.5,268,252,107,-3,50s/zmz_21_v8.mr
2024,Created by oror 2024,12,101.6,114.3,11119.9997,6,217,1.8985,48.5,10.42,44,10.42,269,269,113.5,-1,50s/zis_122_679_f12.mr
