year,engine_name,cylinders,bore_mm,stroke_mm,displacement_cm3,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg,source_file
1970,Cadillac 500 V8 400 @ 4400,8,109.22,109.3216,8193.8912,10,171.45,1.5683,50.8,11.176,41.275,11.5316,198,202,115.5,-4,60s/cadillac_500_v8.mr
1970,Pontiac 455 V8 370 HP @ 4600,8,105.5687,106.7594,7475.7823,10.25,168.275,1.5762,53.594,11.938,46.736,11.938,230,240,114,0,60s/pontiac_456_v8.mr
1970,Porsche 911/01 142 @ 5800,6,84,66,2194.5407,8.6,130,1.9697,46,10.5,40,9.7,234,226,102,5,60s/porsche_911_134_b6.mr
1970,ВАЗ-2101 1970 64 HP @ 5600,4,76,66,1197.6254,8.5,136,2.0606,37,9.728,31.5,9.728,232,232,105,1,60s/vaz_2101_73_i4.mr
1972,Porsche 911/52 165 @ 6200,6,84,70.4,2340.8434,8,127.8,1.8153,46,10.3,40,10,234,226,102,3,60s/porsche_911_143_b6.mr
1972,УМЗ-451 72 HP @ 4000,4,92,92,2446.3205,6.7,168,1.8261,44,9.5,36,9.5,252,252,111,-3,60s/umz_451_149_i4.mr
1974,ВАЗ-2103 1974 69 HP @ 5600,4,79,66,1294.0409,8.5,136,2.0606,37,9.728,31.5,9.728,232,232,105,1,60s/vaz_2103_79_i4.mr
1975,Porsche 911/41 175 @ 5800,6,90,70.4,2687.1927,8.5,127.8,1.8153,46,10.3,40,10,220,212,105,-2,60s/porsche_911_164_b6.mr
2023,Created by oror 2023,10,90.4875,74.676,4802.287,9,119.888,1.6054,40.4876,9.652,34.925,9.652,352,352,108,-14,60s/corvair_293_b10.mr
2023,Created by oror 2023,8,101.6,72.898,4728.0591,10,130.937,1.7962,45.212,12.954,36.83,12.954,318,304,108.5,1.5,60s/ford_289_v8.mr
2023,Created by oror 2023,8,101.6,88.9,5765.9257,11,146.812,1.6514,55.753,11.4046,43.5356,12.0142,204,214,112,0,60s/ford_boss_352_v8.mr
2023,Created by oror 2023,8,100,88,5529.2031,8.5,168,1.9091,47,10,39,10,252,252,107,-3,60s/gaz_14_337_v8.mr
2023,Created by oror 2023,8,130.175,98.044,10438.9319,7.5,190.5,1.943,60.325,12.7,47.625,12.7,268,298,110,3,60s/gmc_637_v8.mr
2023,Created by oror 2023,12,115.824,90.932,11497.0121,7.5,182.5,2.007,54.7687,12.7,46.4344,12.7,232,240,107.5,2.5,60s/gmc_702_v12.mr
2023,Created by oror 2023,8,66,54.5,1491.6408,6.5,115,2.1101,26.5,7,25,7,236,236,108,0,60s/memz_965_91_v8.mr
2023,Created by oror 2023,4,76,66,1197.6254,7.2,142,2.1515,34,9,32,9,260,260,110,0,60s/memz_968_73_v4.mr
2023,Created by oror 2023,8,107,95,6833.9379,8.8,166,1.7474,51,11,43,11,237,251,96.5,0,60s/mercedes_m100_417_v8.mr
2023,Created by oror 2023,8,92,78.9,4195.9715,9,138,1.749,44.2,9.5,39.1,9.5,238,266,96,1,60s/mercedes_m116_256_v8.mr
2023,Created by oror 2023,8,88.9,71.12,3531.6295,8.75,143.764,2.0214,38.608,9.8298,34.29,9.8298,270,270,110,0,60s/oldsmobile_f85_216_v8.mr
2023,Created by oror 2023,8,75,72,2544.69,6.5,136.5,1.8958,39,8,36,8,250,250,107.5,-2.5,60s/tatra_603_155_v8.mr
2023,Created by oror 2023,4,82,70,1478.6848,8.8,140,2,38,8.9,34,8.9,280,280,110,0,60s/uzam_412c.mr
2023,Created by oror 2023,8,82,70,2957.3697,8.8,140,2,38,8.9,34,8.9,280,280,110,0,60s/uzam_412_180_i8.mr
2023,Created by oror 2023,4,82,70,1478.6848,8.8,140,2,38,8.9,34,8.9,280,280,110,0,60s/uzam_412_90_i4.mr
2023,Created by oror 2023,4,76,71,1288.3546,9.9,121,1.7042,37,9,31.5,9,292,244,109,-4,60s/vaz_2108_79_i4.mr
2023,Created by oror 2023,4,77,69,1285.2287,7.3,137,1.9855,35.6,7.5438,32,7.239,224.5,228.5,107.5,2.75,60s/vw_beetle_78_b4.mr
2023,Created by oror 2023,8,108,95,6962.272,9.5,172,1.8105,52,10.4,41.5,10.4,318,318,111,-12.5,60s/zil_114_425_v8.mr
2023,Created by oror 2023,8,100,95,5969.026,6.5,185,1.9474,50.5,10.3,41,10.3,276,276,108,-9,60s/zil_130_364_v8.mr
2023,Created by oror 2023,8,108,95,6962.272,6.5,185,1.9474,50.5,10.3,41,10.3,294,294,108,-8,60s/zil_375_425_v8.mr
2023,Created by oror 2023,4,92,92,2446.3205,8.2,168,1.8261,47,9.5,36,9.5,252,252,111,-3,60s/zmz_24_149_i4.mr
2023,Created by oror 2023,8,92,80,4254.4704,6.7,156,1.95,46,9.07,35,8.14,258,252,104.5,-0.5,60s/zmz_53_260_v8.mr
2024,Created by oror 2024,6,130.175,98.044,7829.1989,7.5,190.5,1.943,60.325,12.7,47.625,12.7,268,298,110,3,60s/gmc_478_v6.mr
2025,Created by oror 2025,4,90,66,1679.4954,8.2,127,1.9242,39.3,8.36,32.9,7.92,234,227,107.25,2.25,60s/vw_t4_102_b4.mr
2025,Created by oror 2025,4,94,71,1970.897,8,131,1.8451,42,8.36,36,7.92,234,227,107.25,2.25,60s/vw_t4_120_b4.mr
