year,engine_name,cylinders,bore_mm,stroke_mm,displacement_cm3,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg,source_file
1929,Maybach 12 150 @ 2800,12,86,100,6970.5658,5.6,225,2.25,40,7.9,40,7.9,226,226,107,0,30s/maybach_425_v12.mr
1929,Я-5 ; 1934 ЯГ-10 (1927 Hercules YXC) 93.5 @ 2200,6,111.125,120.65,7020.8874,4.4,244.475,2.0263,50.8,9.8552,50.8,9.8552,229,227,112,-0.5,30s/hercules_yxc_428_i6.mr
1930,Buick Series 40 80.5 @ 2800,6,87.3125,117.475,4220.2622,4.5,254,2.1622,39.6875,8.5598,39.6875,8.5598,230,255,110.25,-5.75,30s/buick_258_i6.mr
1930,Buick Series 50 98 @ 2800,6,95.25,127,5429.6873,4.35,285.75,2.25,47.625,8.3344,39.6875,8.3344,214.8,250.6,114.91,-10.01,30s/buick_331_i6.mr
1930,Cadillac 353 V8 1930 94.5HP @2900,8,85.725,125.4125,5790.7615,5.15,266.7,2.1266,45.3898,9.1281,43.18,9.1281,250,236,112,-2,30s/cadillac_353_v8.mr
1930,Cadillac 452 V16 1930 165 @ 3400,16,76.2,101.6,7413.3331,5.5,235,2.313,36.7284,8.7312,36.8808,8.7312,224,224,109.5,-2.5,30s/cadillac_452_v16.mr
1930,Chrysler 384.8 125 HP @ 3200,8,88.9,127,6306.4813,5,254,2,43.6563,8.7312,42.0687,8.7312,220,230,111.5,-4.5,30s/chrysler_385_i8.mr
1930,Chrysler 70/77 87 @ 3200,6,85.725,127,4398.0467,4.9,276.225,2.175,43.6626,7.9375,42.0624,7.9375,220,230,111.5,-4.5,30s/chrysler_268_i6.mr
1930,DeSoto CF 70 @ 3400,8,73.025,101.6,3404.2129,5.2,228.6,2.25,35.7378,7.9375,35.7378,7.9375,220,234,110.5,4.5,30s/desoto_208_i8.mr
1930,Dodge DC 76 @ 3400,8,73.025,107.95,3616.9762,5.2,225.425,2.0882,35.7378,7.9375,35.7378,7.9375,220,234,110.5,4.5,30s/dodge_221_i8.mr
1930,Dodge DD (Chrysler) 61 @ 3400,6,79.375,104.775,3110.7584,5.2,227.0125,2.1667,37.3126,7.9375,37.3126,7.9375,220,230,111.5,-4.5,30s/dodge_190_i6.mr
1930,Duesenberg J 265 @ 4250,8,95.25,120.6,6874.7537,5.2,247.65,2.0535,38.1,8.89,36.5125,8.89,226,234,105,-2,30s/duesenberg_420_i8.mr
1930,Elcar 130 (Continental 12K) 140 @ 3300,8,85.725,114.3,5277.6561,5.25,228.6,2,38.1,9.398,34.925,9.398,225,240,111.25,-1.25,30s/continental_322_i8.mr
1930,Erskine Six 53 70 @ 3200,6,82.55,104.775,3364.5962,5.2,260.35,2.4848,41.275,7.9375,38.1,7.9375,228,228,111.5,-7.5,30s/erskine_205_i6.mr
1930,Graham Standard Six 44 66 @ 3200,6,79.375,114.3,3393.5546,5.41,234.95,2.0556,39.6875,7.9375,37.3062,8.0645,220,230,107.5,-2.5,30s/graham_207_i6.mr
1930,Graham Std 8-42 96 @ 3400,8,82.55,114.3,4893.9582,5.2,234.95,2.0556,39.6875,7.9375,37.3062,8.0645,220,230,107.5,-2.5,30s/graham_299_i8.mr
