year,engine_name,cylinders,bore_mm,stroke_mm,displacement_cm3,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg,source_file
1915,"Buick C36, C37",4,95.25,127,3619.7916,4,254,2,38.1,7.1437,38.1,7.1437,202.3,248.3,113.97,-1.28,10s/buick_221_i4.mr
1915,Buick Twin Six,12,76.2,149.225,8166.2497,4.5,317.5,2.1277,34.925,7.1437,34.925,7.1437,202.3,248.3,113.97,-1.28,10s/buick_498_v12.mr
1915,Buick Twin Six ~95 @ 2800,12,76.454,114.3,6296.7693,4.5,228.6,2,34.925,7.1437,34.925,7.1437,202.3,248.3,113.97,-1.28,10s/buick_384_v12.mr
1915,Davis Eight ? @ ?,8,76.2,101.6,3706.6666,4.23,203.2,2,33.3375,5.5563,33.3375,5.5563,200,230,110,0,10s/davis_226_v8.mr
1915,Empire 31-40,4,95.25,107.95,3076.8228,5.03,177.8,1.6471,46.0375,5.5563,46.0375,5.5563,210,236,113.5,-1.5,10s/gbs_189_i4.mr
1915,Ferro 12 80 @ 2500,12,73.025,114.3,5744.6092,4.25,228.6,2,31.75,6.4262,31.75,6.4262,210,230,110,-5,10s/ferro_12_351_v12.mr
1915,Herschell-Spillman V 70 @ 2380,8,76.2,127,4633.3332,4.5,279.4,2.2,38.1,8.7312,38.1,8.7312,217,233,112.5,-4,10s/hs_283_v8.mr
1915,Hollier Eight 40 @ 2000,8,76.2,107.95,3938.3332,4,254,2.3529,34.925,9.525,34.925,9.525,205,230,111.25,-1.25,10s/hollier_240_v8.mr
1915,King D 43 @,8,69.85,127,3893.2869,4.2,266.7,2.1,34.925,11.9063,34.925,11.9063,225,225,112.5,0,10s/king_238_v8.mr
1915,National AH 70 @ 2900,12,69.85,120.65,5547.9339,4,269.875,2.2368,34.925,9.525,34.925,9.525,216,225.9,112.28,-1.73,10s/national_339_v12.mr
1915,"Oldsmobile Light 8, Jackson 3-48 (Northway 209) 40 @ 1800",8,73.025,120.65,4042.5028,4.2,241.3,2,28.575,8.7312,28.575,8.7312,203,235,112,-4.5,10s/northway_247_v8.mr
1915,Peerless 38 @ 2000,4,95.25,127,3619.7916,4,260.35,2.05,47.625,9.525,47.625,9.525,191.5,230.9,110.39,-3.26,10s/peerless_221_i4.mr
1915,Stevens-Duryea,6,112.7125,139.7,8363.3776,3.846,295.275,2.1136,57.15,11.1125,57.15,11.1125,203,235,112,-4.5,10s/stevens_duryea_510_i6.mr
1916,(Continental 4N) 32 @ 2000,4,88.9,127,3153.2406,4.412,260.35,2.05,44.0531,7.1437,44.0531,8.7312,191.5,230.9,110.39,-3.26,10s/continental_4n_192_i4.mr
1916,Apperson 8 65 @ ?,8,82.55,127,5437.7313,4.5,292.1,2.3,39.6875,9.525,39.6875,9.525,210,245,116.25,-3.75,10s/apperson_332_v8.mr
1916,"Cole 850, Jackson 68, Oakland 50 (Northway 308-309) 73 @ 2800",8,88.9,114.3,5675.8332,4,241.3,2.1111,38.1,8.7312,38.1,8.7312,203,235,112,-4.5,10s/northway_346_v8.mr
1916,Dorris IB-6 / 6-80 ; Deering-Magnetic 60 @ 2000,6,101.6,127,6177.7776,4,304.8,2.4,44.45,8.7312,44.45,8.7312,215,235,112.5,-5,10s/dorris_377_i6.mr
1916,Empire Six 46 @ 2200,6,76.2,127,3474.9999,4,228.6,1.8,41.275,7.9375,41.275,7.9375,199.5,230,109.12,-6.12,10s/empire_212_i6.mr
1916,Enger Twin Six 55 @ 3000,12,66.675,88.9,3724.7655,4,190.5,2.1429,33.3375,7.9375,33.3375,7.9375,220,230,107.5,-2.5,10s/enger_227_v12.mr
1916,Haynes 70 @ ?,12,69.85,127,5839.9304,4,260.858,2.054,34.925,7.9375,34.925,7.9375,210,229,111.25,1.25,10s/haynes_356_v12.mr
1916,King E,8,76.2,127,4633.3332,4.2,266.7,2.1,34.925,11.9063,34.925,11.9063,225,225,112.5,0,10s/king_283_v8.mr
1916,Le Roi 2C 28 @ 2300,4,79.375,114.3,2262.3697,4.109,203.2,1.7778,41.275,4.7625,41.275,4.7625,194,230,108.5,1.5,10s/le_roi_138_i4.mr
1916,Packard 299 V12 100 @ 2300 ; 130 @ 3300 Ludvigsen V12,12,67.4688,114.3,4903.6864,5.88,228.6,2,36.5125,8.636,36.5125,8.636,215,232,111.75,-0.75,10s/packard_299_v12.mr
1916,Packard 424 V12 88 @ 2600,12,76.2,127,6949.9998,4,304.8,2.4,42.0687,8.7312,42.0687,8.7312,206,229,111.25,-0.75,10s/packard_424_v12.mr
1916,Rutenber 38,4,104.775,139.7,4817.9426,4,304.8,2.1818,47.625,8.7312,47.625,8.7312,215,240,116.25,-6.25,10s/rutenber_294_i4.mr
1917,"Austin Highway King, HAL 21A, Pathfinder, Meteor",12,73.025,127,6382.8991,4.615,254,2,33.3375,6.35,33.3375,6.35,214,226.5,110.12,-2.88,10s/weidely_390_v12.mr
1917,Buda H 47 @ 1800,4,107.95,139.7,5114.3633,4,311.15,2.2273,47.625,9.525,47.625,9.525,220,240,115,0,10s/buda_h_312_i4.mr
1917,Buda I,4,101.6,139.7,4530.3702,4,311.15,2.2273,47.625,9.525,47.625,9.525,220,240,115,0,10s/buda_i_276_i4.mr
1917,Buda Y,4,114.3,152.4,6254.9998,4,336.55,2.2083,53.975,9.525,53.975,9.525,220,240,115,0,10s/buda_y_382_i4.mr
1917,Continental 7N 66 @ 2000,6,88.9,133.35,4966.354,4.217,260.35,1.9524,42.8625,8.6102,42.8625,8.6102,198,234,106,-3,10s/continental_7n_303_i6.mr
1917,Continental 7W 38 @ 2000,6,82.55,114.3,3670.4686,4.456,215.9,1.8889,39.6875,7.1437,39.6875,7.1437,213,247,115,-3.5,10s/continental_7w_224_i6.mr
1917,Falls I-T/J,6,76.2,107.95,2953.7499,4.803,215.9,2,34.925,7.1437,34.925,7.1437,209,235,112.5,-5,10s/falls_180_i6.mr
1917,Ferro 13 / Sterling 35 @ 2500,8,66.675,95.25,2660.5468,4.2,177.8,1.8667,26.9875,6.9273,26.9875,6.9273,217,233,112.5,-4,10s/ferro_13_162_v8.mr
1917,Ferro 8 59 @ 2250,8,82.55,101.6,4350.185,4.23,203.2,2,34.925,7.9375,34.925,7.9375,217,233,112.5,-4,10s/ferro_8_265_v8.mr
1917,Ferro 9 48 @ 2500,8,76.2,88.9,3243.3332,4.23,177.8,2,31.75,7.9375,31.75,7.9375,217,233,112.5,-4,10s/ferro_9_198_v8.mr
1917,Herschell-Spillman (7000) Four 37 @,4,88.9,127,3153.2406,4.25,279.4,2.2,44.45,7.9375,44.45,7.9375,233,233,108.5,0,10s/hs_192_i4.mr
1917,Herschell-Spillman 6500 70 @ 2100,8,82.55,127,5437.7313,5.558,279.4,2.2,39.6875,9.525,39.6875,9.525,217,233,112.5,-4,10s/hs_332_v8.mr
1917,Herschell-Spillman S-A 100 @ 1900,6,101.6,139.7,6795.5553,4,317.5,2.2727,47.625,7.9375,47.625,7.9375,212,233,111.25,-2.75,10s/hs_415_i6.mr
1917,Holt Caterpillar 120 @ 600,6,190.5,203.2,34749.9989,4,431.8,2.125,76.2,11.1125,76.2,12.7,235,235,117.5,0,10s/holt_120hp_2121_i6.mr
1917,"Lycoming K, DXU ? @ 1900",4,88.9,127,3153.2406,4.348,241.3,1.9,34.925,7.7755,34.925,7.7755,217,233,112.5,-4,10s/lycoming_k_192_i4.mr
1917,Lycoming U/DU 29 @ 1900,4,82.55,127,2718.8657,4.25,241.3,1.9,34.925,7.7755,34.925,7.7755,217,233,112.5,-4,10s/lycoming_u_166_i4.mr
1917,National AH 81 @ 2900,12,73.025,120.65,6063.7542,4,269.875,2.2368,34.925,9.525,34.925,9.525,216,225.9,112.28,-1.73,10s/national_370_v12.mr
1917,Rutenber 25 45 @ 2500,6,79.375,127,3770.6162,4.068,241.3,1.9,33.3375,7.9375,33.3375,7.9375,215,235,115,-7.5,10s/rutenber_230_i6.mr
1917,Supreme 12A,12,63.5,127,4826.3887,4.5,279.4,2.2,38.1,7.1437,38.1,7.1437,213,247,115,8.5,10s/supreme_295_v12.mr
1917,Supreme 12A,12,69.85,127,5839.9304,4.5,279.4,2.2,38.1,7.1437,38.1,7.1437,213,247,115,8.5,10s/supreme_356_v12.mr
1917,Supreme 4C,4,82.55,127,2718.8657,4.25,254,2,44.45,7.1437,44.45,7.1437,213,247,115,8.5,10s/supreme_166_i4.mr
1917,Supreme K5 55 @ 2600,6,82.55,127,4078.2985,4.25,254,2,44.45,7.1437,44.45,7.1437,213,247,115,8.5,10s/supreme_249_i6.mr
1917,Teetor 19H,6,79.375,127,3770.6162,4.618,241.3,1.9,34.925,7.9375,34.925,7.9375,213,247,115,8.5,10s/teetor_230_i6.mr
1917,Weidely D 50 @ 2400,4,88.9,139.7,3468.5647,4,279.4,2,47.625,7.9375,47.625,7.9375,225,220,113.75,-3.75,10s/weidely_d_212_i4.mr
1918,(Continental 9N) 55 @ 2000,6,95.25,127,5429.6873,4.517,279.4,2.2,49.2125,7.9375,49.2125,7.9375,208,228,111,-5,10s/continental_9n_331_i6.mr
1918,Schebler Twelve ? @ ?,12,82.55,127,8156.597,4,233.3625,1.8375,39.6875,7.9375,39.6875,7.9375,205,225,110,-2.5,10s/schebler_507_v12.mr
1919,Buda W,4,95.25,130.175,3710.2863,4.253,285.75,2.1951,38.1,9.525,38.1,9.525,220,240,115,0,10s/buda_w_226_i4.mr
1919,"Golden, Belknap & Swartz AA",4,95.25,127,3619.7916,5.348,260.35,2.05,42.8625,9.1281,42.8625,9.1281,210,236,113.5,-1.5,10s/gbs_221_i4.mr
1919,Isotta Fraschini Tipo 8 80 @ 2200,8,85,130,5901.4818,5.5,260,2,38,8,38,8,225,235,112.5,-5,10s/if_8_360_i8.mr
1919,Lancia 22 1/2 V12 130 @ 2800,12,80,120,7238.2295,4.5,225,1.875,40,9,40,9,220,230,113,-3,10s/lancia_442_v12.mr
1919,Weidely M,4,95.25,139.7,3981.7707,3.993,304.8,2.1818,47.625,7.9375,47.625,7.9375,225,220,113.75,-3.75,10s/weidely_m_243_i4.mr
1921,McFarlan TV (Teetor T) 120 @ 2300,6,114.3,152.4,9382.4997,4.5,304.8,2,38.1,8.636,38.1,8.636,216,232,104.5,0,10s/teetor_572_i6.mr
2024,Created by oror 2024,6,98.425,127,5797.6995,4.4,273.05,2.15,46.0375,7.9375,42.8625,7.9375,215,227,108,0.5,10s/lycoming_ts_354_i6.mr
2025,Created by oror 2025,4,104.775,139.7,4817.9426,4.828,304.8,2.1818,42.39,10.6,42.39,10.6,172,210,97,-2,10s/bradley_294_i4.mr
2025,Created by oror 2025,4,75,110,1943.8605,3.75,275,2.5,40,8,40,8,205,225,117.5,-5,10s/brouhot_119_i4.mr
2025,Created by oror 2025,6,127,152.4,11583.333,4,304.8,2,76.2,11.1125,53.975,11.1125,247,255,134.5,-7,10s/chadwick_707_i6.mr
2025,Created by oror 2025,4,66,100,1368.4778,3.75,235,2.35,33,7,33,7,225,225,112.5,0,10s/de_dion_84_i4.mr
2025,Created by oror 2025,4,80,120,2412.7432,3.75,250.8,2.09,40,8,40,8,175,233,104.5,12,10s/gregoire_147_i4.mr
2025,Created by oror 2025,4,95,100,2835.2874,3.75,213.5,2.135,50,10,50,10,196,234,111,-4,10s/hotchkiss_173_i4.mr
2025,Created by oror 2025,4,100,120,3769.9112,3.75,285,2.375,50,10,50,10,180,230,105,5,10s/motobloc_230_i4.mr
2025,Created by oror 2025,4,107.95,133.35,4881.8922,4,279.4,2.0952,46.4344,8.7312,46.4344,8.7312,203,235,112,-4.5,10s/northway_298_i4.mr
