source_file,cylinders,bore_mm,stroke_mm,displacement_l,displacement_cyl_l,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg
50s/studebaker_233_v8.mr,8,85.725,82.55,3.8116,0.4765,7,168.275,2.0385,35.7188,9.1281,32.5437,9.1281,245.5,245.5,110.25,-1.5
50s/studebaker_259_v8.mr,8,90.4875,82.55,4.2469,0.5309,7,168.275,2.0385,42.0688,9.1281,38.8937,9.1281,245.5,245.5,110.25,-1.5
50s/tucker_334_b6.mr,6,114.3,88.9,5.4731,0.9122,7,150,1.6873,57.15,12.7,44.45,12.7,270,270,110,0
50s/tucker_589_b6.mr,6,127,127,9.6528,1.6088,6.5,215.9,1.7,52.3875,12.7,49.2125,12.7,240,240,110,0
50s/zil_111_364_v8.mr,8,100,95,5.969,0.7461,9,175,1.8421,49.5,10,40,10,260.5,261,107.88,-6.38
50s/zis_122_679_f12.mr,12,101.6,114.3,11.12,0.9267,6,217,1.8985,48.5,10.42,44,10.42,269,269,113.5,-1
50s/zmz_21_149_i4.mr,4,92,92,2.4463,0.6116,6.7,168,1.8261,44,9.5,36,8.5,268,252,107,-3
60s/buick_198_v6.mr,6,92.075,81.28,3.2472,0.5412,8.8,151.384,1.8625,41.275,9.9314,34.925,10.1854,285,295,111.5,0
60s/buick_225_v6.mr,6,95.25,86.36,3.6922,0.6154,9,151.384,1.7529,41.275,9.9314,34.925,10.1854,285,295,111.5,0
60s/buick_456_v8.mr,8,109.5375,99.06,7.468,0.9335,10,163.5125,1.6506,50.8,11.5316,41.275,11.5316,260,260,110,4
60s/cadillac_472_v8.mr,8,109.22,103.124,7.7294,0.9662,10.5,171.45,1.6626,50.8,11.176,41.275,11.5316,198,202,115.5,-4
60s/chrysler_170_i6.mr,6,86.36,79.375,2.7897,0.4649,8.5,144.9578,1.8262,41.148,9.525,34.544,9.525,232,228,111,1
60s/chrysler_225_i6.mr,6,86.36,104.775,3.6823,0.6137,8.4,170.1546,1.624,41.148,10.033,34.544,9.271,240,236,111,1
60s/chrysler_440_v8.mr,8,109.728,95.25,7.2058,0.9007,10,171.704,1.8027,52.832,10.795,44.196,11.049,260,268,113,0
60s/corvair_293_b10.mr,10,90.4875,74.676,4.8023,0.4802,9,119.888,1.6054,40.4876,9.652,34.925,9.652,352,352,108,-14
60s/ferrari_f101_268_v12.mr,12,81,71,4.3904,0.3659,8.8,137,1.9296,42,9.4,37.4,8.59,271,264,92.25,1.75
60s/ford_144_i6.mr,6,88.9,63.5,2.3649,0.3942,8.7,123.317,1.942,37.2618,9.144,32.1564,9.144,232,232,105,4
60s/ford_170_i6.mr,6,88.9,74.676,2.7812,0.4635,8.7,119.761,1.6037,38.6588,8.8392,32.1564,8.8392,240,240,106.5,-4.5
60s/ford_289_v8.mr,8,101.6,72.898,4.7281,0.591,10,130.937,1.7962,45.212,12.954,36.83,12.954,318,304,108.5,1.5
60s/ford_460_v8.mr,8,110.744,97.79,7.5355,0.9419,9,167.767,1.7156,52.8955,11.0998,41.9989,12.2174,256,270,113.5,-6.5
60s/ford_462_v8.mr,8,111.252,97.282,7.5653,0.9457,10.25,167.64,1.7232,51.5874,11.176,42.0688,11.176,222,258,103,5
60s/ford_boss_352_v8.mr,8,101.6,88.9,5.7659,0.7207,11,146.812,1.6514,55.753,11.4046,43.5356,12.0142,204,214,112,0
60s/gaz_14_337_v8.mr,8,100,88,5.5292,0.6912,8.5,168,1.9091,47,10,39,10,252,252,107,-3
60s/gmc_478_v6.mr,6,130.175,98.044,7.8292,1.3049,7.5,182.88,1.8653,60.325,12.7,47.625,12.7,268,298,110,3
60s/gmc_637_v8.mr,8,130.175,98.044,10.4389,1.3049,7.5,190.5,1.943,60.325,12.7,47.625,12.7,268,298,110,3
60s/gmc_702_v12.mr,12,115.824,90.932,11.497,0.9581,7.5,182.5,2.007,54.7687,12.7,46.4344,12.7,232,240,107.5,2.5
60s/inter_345_v8.mr,8,98.425,92.8687,5.6528,0.7066,7.18,171.5262,1.847,50.0126,11.176,40.8686,10.033,264,256,110.5,-0.5
60s/jaguar_xj25_326_v12.mr,12,90,70,5.3438,0.4453,9,151.3,2.1614,41.3,9.525,34.6,9.525,220,222,110,0
60s/jaguar_xk_258_i6.mr,6,92.075,106,4.2348,0.7058,7.8,196.85,1.8571,44.45,9.7,41.275,9.7,256,256,111,0
60s/memz_965_46_v4.mr,4,66,54.5,0.7458,0.1865,6.5,115,2.1101,26.5,7,25,7,236,236,108,0
60s/memz_968_73_v4.mr,4,76,66,1.1976,0.2994,7.2,142,2.1515,34,9,32,9,260,260,110,0
60s/mercedes_m100_417_v8.mr,8,107,95,6.8339,0.8542,8.8,166,1.7474,51,11,43,11,237,251,96.5,0
60s/mercedes_m117_276_v8.mr,8,92,85,4.5204,0.565,8,154.5,1.8176,44.2,9.5,37.1,9.5,245,251,96.75,0.75
60s/oldsmobile_454_v8.mr,8,104.775,107.95,7.4459,0.9307,10.5,171.069,1.5847,52.3875,12.065,41.275,12.065,328,328,110,2
60s/oldsmobile_f85_216_v8.mr,8,88.9,71.12,3.5316,0.4415,8.75,143.764,2.0214,38.608,9.8298,34.29,9.8298,270,270,110,0
60s/porsche_901_121_b6.mr,6,80,66,1.9905,0.3318,9,130,1.9697,39,11.15,35,10.31,248,238,97.5,2.5
60s/porsche_911_134_b6.mr,6,84,66,2.1945,0.3658,8.6,130,1.9697,46,10.5,40,9.7,234,226,102,5
60s/porsche_911_143_b6.mr,6,84,70.4,2.3408,0.3901,8,127.8,1.8153,46,10.3,40,10,234,226,102,3
60s/porsche_911_164_b6.mr,6,90,70.4,2.6872,0.4479,8.5,127.8,1.8153,46,10.3,40,10,220,212,105,-2
60s/tatra_603_155_v8.mr,8,75,72,2.5447,0.3181,6.5,136.5,1.8958,39,8,36,8,250,250,107.5,-2.5
60s/umz_451_149_i4.mr,4,92,92,2.4463,0.6116,6.7,168,1.8261,44,9.5,36,9.5,252,252,111,-3
60s/uzam_412_90_i4.mr,4,82,70,1.4787,0.3697,8.8,140,2,38,8.9,34,8.9,280,280,110,0
60s/vaz_2101_73_i4.mr,4,76,66,1.1976,0.2994,8.5,136,2.0606,37,9.728,31.5,9.728,232,232,105,1
60s/vaz_2103_79_i4.mr,4,79,66,1.294,0.3235,8.5,136,2.0606,37,9.728,31.5,9.728,232,232,105,1
60s/vaz_2108_79_i4.mr,4,76,71,1.2884,0.3221,9.9,121,1.7042,37,9,31.5,9,292,244,109,-4
60s/vw_beetle_78_b4.mr,4,77,69,1.2852,0.3213,7.3,137,1.9855,35.6,7.5438,32,7.239,224.5,228.5,107.5,2.75
60s/vw_t4_102_b4.mr,4,90,66,1.6795,0.4199,8.2,127,1.9242,39.3,8.36,32.9,7.92,234,227,107.25,2.25
60s/vw_t4_120_b4.mr,4,94,71,1.9709,0.4927,8,131,1.8451,42,8.36,36,7.92,234,227,107.25,2.25
60s/zil_114_425_v8.mr,8,108,95,6.9623,0.8703,9.5,172,1.8105,52,10.4,41.5,10.4,318,318,111,-12.5
60s/zil_130_364_v8.mr,8,100,95,5.969,0.7461,6.5,185,1.9474,50.5,10.3,41,10.3,276,276,108,-9
60s/zil_375_425_v8.mr,8,108,95,6.9623,0.8703,6.5,185,1.9474,50.5,10.3,41,10.3,294,294,108,-8
60s/zmz_24_149_i4.mr,4,92,92,2.4463,0.6116,8.2,168,1.8261,47,9.5,36,9.5,252,252,111,-3
60s/zmz_53_260_v8.mr,8,92,80,4.2545,0.5318,6.7,156,1.95,46,9.07,35,8.14,258,252,104.5,-0.5
70s/bmw_m33_305_v12.mr,12,86,71.6,4.9909,0.4159,9,150,2.095,46,11.2,38,11.2,276,276,112,0
70s/buick_231_v6.mr,6,96.52,86.36,3.7913,0.6319,9,151.384,1.7529,41.275,10.3378,34.925,10.3378,256,256,110,0
70s/cadillac_500_v8.mr,8,109.22,109.3216,8.1939,1.0242,10,171.45,1.5683,50.8,11.176,41.275,11.5316,198,202,115.5,-4
70s/chevrolet_350_v8.mr,8,101.6,88.392,5.733,0.7166,8.5,144.78,1.6379,49.276,9.906,38.1,10.414,280,288,113,1
70s/chevrolet_401_v8.mr,8,104.775,95.25,6.5699,0.8212,8.5,141.351,1.484,49.276,9.906,38.1,10.414,280,288,113,1
70s/chevrolet_454_v8.mr,8,107.9754,101.6,7.4426,0.9303,8.25,155.829,1.5338,52.451,10.1168,43.688,10.922,316,334,111,-5
70s/chrysler_198_i6.mr,6,86.36,92.456,3.2494,0.5416,8.4,177.9524,1.9247,41.148,10.5664,34.544,10.5664,244,244,109,3
70s/chrysler_318_v8.mr,8,99.2188,84.1375,5.2042,0.6505,8.5,155.5242,1.8485,45.212,9.398,38.1,9.906,240,248,112,2
70s/chrysler_360_v8.mr,8,101.6,90.932,5.8977,0.7372,8.4,155.5242,1.7103,47.752,10.414,40.64,10.414,252,252,109.5,1.5
70s/ferrari_135cs_148_v6.mr,6,92.5,60,2.4192,0.4032,9,118,1.9667,42.4,9.35,36.7,8.55,272,264,98.5,2.5
70s/ferrari_f106a_179_v8.mr,8,81,71,2.9269,0.3659,8.8,137,1.9296,42.4,8.949,36.7,8.323,260,254,92.5,-3.5
70s/lambo_211_v12.mr,12,77,62,3.4645,0.2887,10.7,119,1.9194,42,9.5,38.2,8.4,288,276,99.5,0.5
70s/lambo_240_v12.mr,12,82,62,3.9291,0.3274,10.7,119,1.9194,42,9.5,38.2,8.4,288,276,109,-3
70s/lambo_v12.mr,12,85.5,69,4.7539,0.3962,9.2,119,1.7246,48,10,38.2,8,292,284,103,-1
70s/pontiac_456_v8.mr,8,105.5687,106.7594,7.4758,0.9345,10.25,168.275,1.5762,53.594,11.938,46.736,11.938,230,240,114,0
70s/zil_e114_470_v8.mr,8,108,105,7.6951,0.9619,9.3,180,1.7143,52,10.2,41.5,10.2,312,324.5,116.12,-12.38
aircraft/abc_dragonfly_1392_r9.mr,9,139.7,165.1,22.7757,2.5306,4.432,311.15,1.8846,73.66,13.4874,48.26,9.525,232,255,114.25,-1.75
aircraft/abc_wasp_667_r7.mr,7,115,150,10.9062,1.558,4.18,237.7186,1.5848,54.7624,13.2,33.3502,7.4,224,235,109.75,-2.25
aircraft/aeromarine_al24_3299_w24.mr,24,127,177.8,54.0556,2.2523,5.4,304.8,1.7143,65,11.1125,65,9.525,235,236,108.75,1.25
aircraft/aeromarine_l6_553_i6.mr,6,107.95,165.1,9.0664,1.5111,5.25,304.8,1.8462,50.8,11.1125,47.625,11.1125,216,236,111,-3
aircraft/aeromarine_u8d_738_v8.mr,8,107.95,165.1,12.0885,1.5111,5.38,304.8,1.8462,46.6725,11.1125,45.212,11.1125,210.3,234.6,113.16,-3.22
aircraft/allison_v1710_1711_v12.mr,12,139.7,152.4,28.0317,2.336,5.75,254,1.6667,61.9125,13.5382,55.5625,13.5382,298,282,106,9
aircraft/anzani_6_381_r6.mr,6,105,120,6.2345,1.0391,3.75,230,1.9167,41.5,10,41.5,10,215,245,117,1.5
aircraft/argus_as10_773_v8.mr,8,120,140,12.6669,1.5834,5.9,220,1.5714,57,12,52,12,328,316,109,1
aircraft/argus_as3_967_i6.mr,6,145,160,15.8525,2.6421,4.75,275,1.7188,66,11.35,66,11,272,259,120.25,-3.75
aircraft/argus_as410_729_v12.mr,12,105,115,11.9494,0.9958,6.4,205,1.7826,53,11.8,51.5,11.2,338,328,109.5,-6.5
aircraft/as_deerhound_2370_r21.mr,21,135,127,38.1751,1.8179,6.75,254,2,64,14.5,60,14.5,245,245,112.5,0
aircraft/as_hyena_1724_r15.mr,15,137,125,27.6396,1.8426,6.6,225,1.8,64,14.5,60,14.5,245,245,112.5,0
aircraft/as_jaguar_1514_r14.mr,14,127,139.7,24.7755,1.7697,5,270.65,1.9374,60,14.25,60,14.25,239,279,109.5,5
aircraft/as_puma_1149_i6.mr,6,145,190,18.8248,3.1375,4.96,330,1.7368,66,11.2,44,9.5,216,250,114,-1
aircraft/as_terrier_1552_r14.mr,14,134.937,127,25.4263,1.8162,6.75,254,2,64.2937,14.5,60.325,14.5,230,250,110.5,2.5
aircraft/ash21_1260_r7.mr,7,155.5,155,20.6054,2.9436,6.4,305,1.9677,78,17,78,17,263,263,105,-6.5
aircraft/austro_daimler_917_i6.mr,6,135,175,15.0296,2.5049,5.05,315,1.8,48,9.9,48,9.9,220,232,104.5,4.5
aircraft/axelson_612_r7.mr,7,114.3,139.7,10.0341,1.4334,5,230.981,1.6534,55.5625,12.7,55.5625,12.7,246,246,117,0
aircraft/basse_selve_1382_i6.mr,6,155,200,22.643,3.7738,4.34,360,1.8,60,10,60,10,200,232,109.5,-0.5
aircraft/benz_bz3_877_i6.mr,6,130,180,14.3351,2.3892,4.7,315,1.75,61.5,11.8,61.5,11.25,240,256.3,115.93,-4.07
aircraft/benz_bz3a_1071_i6.mr,6,140,190,17.5489,2.9248,5.1,330,1.7368,43,11,43,11,220,253,111.75,-3.25
aircraft/benz_bz3bv_v8.mr,8,135,135,15.459,1.9324,5.7,250,1.8519,60,11.7,40,10.1,243,272,112.25,-6.25
aircraft/benz_bz4_1149_i6.mr,6,145,190,18.8248,3.1375,4.93,330,1.7368,57,11.8,57,11.25,245,260,111.25,-1.25
aircraft/benz_bz5b_1606_v12.mr,12,135,150,25.765,2.1471,5,303,2.02,66,11.7,45,10.1,243,272,112.25,-6.25
aircraft/benz_bz6_2487_v12.mr,12,145,200,39.6312,3.3026,4.97,348,1.74,57,11.9,57,12.5,240,255,111.25,1.25
aircraft/bmw_132_1692_r9.mr,9,155.5,162,27.6891,3.0766,6,343,2.1173,69,14.8,69,14.8,277,277,118,-0.5
aircraft/bmw_3a_1165_i6.mr,6,150,180,19.0852,3.1809,6.42,325,1.8056,72,12.9,72,12.5,221,260,107.75,2.25
aircraft/bmw_801_2552_r14.mr,14,156,156,41.7438,2.9817,6.5,300,1.9231,76,15,69,15,290,290,103,0
aircraft/bristol_hydra_1609_r16.mr,16,127,127,25.7407,1.6088,6,254,2,60,12.7,55,12.7,260,260,110,-2
aircraft/bristol_jupiter_1754_r9.mr,9,146.05,190.5,28.723,3.1914,5.3,342.9,1.8,56.5,13,49.8,13,244,276,108,-1
aircraft/bristol_lucifer_487_r3.mr,3,146.05,158.75,7.9786,2.6595,4.8,280.194,1.765,50.8,11.8872,50.8,11.8872,224,260,116,-6
aircraft/bristol_mercury_1522_r9.mr,9,146.05,165.1,24.8933,2.7659,5.3,309.88,1.8769,54.7687,13,52.3875,12.4,256,296,103.5,4.5
aircraft/bugatti_t34_2157_u16.mr,16,125,180,35.3429,2.2089,5,267.5,1.4861,41,13.3,60,16.6,225,240,108.75,-3.75
aircraft/bugatti_t67_1073_v16.mr,16,108,120,17.5889,1.0993,6.5,225,1.875,42,10,50,10,227,227,106.5,0
aircraft/bugatti_u16_1485_u16.mr,16,110,160,24.3285,1.5205,5,265,1.6562,39,12,57.5,12,225,240,108.75,-3.75
aircraft/chrysler_iv2220_2219_v16.mr,16,147.32,133.35,36.3686,2.273,7,241.3,1.8095,76.2,15.875,67.945,15.875,290,290,92.5,9.5
aircraft/cirrus_398_i4.mr,4,121.92,139.7,6.5237,1.6309,7,254,1.8182,59.5313,15.1892,46.8312,14.6939,289,294,109.75,-7.75
aircraft/continental_xo1010_f12.mr,12,117.475,127,16.5183,1.3765,6.3,196.85,1.55,61.595,12.7,53.975,9.525,255,265,110,2.5
aircraft/continental_xo1430_f12.mr,12,139.7,127,23.3597,1.9466,6.3,196.85,1.55,69.85,14.1732,63.5,11.9126,265,265,112.5,0
aircraft/curtiss_c6_572_i6.mr,6,114.3,152.4,9.3825,1.5637,5.4,254,1.6667,41.275,10.3187,41.275,10.3187,221,235,104,8.5
aircraft/curtiss_chieftain_1641_r12.mr,12,142.875,139.7,26.877,2.2397,5.2,266.7,1.9091,45.2437,12.7,45.2437,12.7,258,265,119.25,8.25
aircraft/curtiss_conqueror_1596_v12.mr,12,130.175,161.131,25.7339,2.1445,6.1,254,1.5764,47.5,12.77,47.5,12.77,240,245,116.25,1.25
aircraft/curtiss_k12_1161_v12.mr,12,114.3,152.4,18.765,1.5637,5.63,254,1.6667,43.7,10.3187,43.7,10.3187,218,228,111.5,2.5
aircraft/curtiss_ox5_503_v8.mr,8,101.6,127,8.237,1.0296,4.5,209.55,1.65,48.5,8.74,48.5,9.86,204.5,231,115.12,-2.62
aircraft/db601_2070_v12.mr,12,150,160,33.9292,2.8274,6.9,265,1.6562,56.9,12.5,50.8,12.5,254,254,106,0
aircraft/db603_2717_v12.mr,12,162,180,44.5219,3.7102,6.9,306,1.7,59,14.1,54.4,14.1,290,290,92.5,9.5
aircraft/db604_2830_x24.mr,24,135,135,46.377,1.9324,7,220,1.6296,60,12.5,53,12.5,290,290,92.5,9.5
aircraft/db609a_3758_v16.mr,16,165,180,61.5815,3.8488,8.5,310,1.7222,66,14.1,63,14.1,290,290,92.5,9.5
aircraft/db6xx_2349_v10.mr,10,165,180,38.4884,3.8488,6.9,306,1.7,66.5,14.1,63,14.1,290,290,92.5,9.5
aircraft/db6xx_3288_v14.mr,14,165,180,53.8838,3.8488,6.9,306,1.7,66.5,14.1,63,14.1,290,290,92.5,9.5
aircraft/duesenberg_1568_v12.mr,12,123.825,177.8,25.6933,2.1411,5,374.65,2.1071,55.5625,12.7,55.5625,12.7,225,240,108.8,-3.8
aircraft/duesenberg_3393_v16.mr,16,152.4,190.5,55.6,3.475,4.66,323.85,1.7,74.6125,14.2875,55.5625,12.7,225,240,108.75,-3.75
aircraft/duesenberg_361_i4.mr,4,111.125,152.4,5.9123,1.4781,4.6,304.8,2,55.5625,9.525,55.5625,9.525,230,240,112.5,-2.5
aircraft/duesenberg_496_i4.mr,4,120.65,177.8,8.1309,2.0327,5,374.65,2.1071,49.2125,11.5094,50.8,11.5094,225,240,108.75,-3.75
aircraft/ed_w1_2832_w18.mr,18,139.7,165.1,45.5515,2.5306,5.4,330.2,2,50.8,9.525,50.8,9.525,210,240,112.5,-2.5
aircraft/farman_2651_w18.mr,18,130,180,43.0053,2.3892,5.2,335,1.8611,49,10.8,46,9.4,240,240,110,0
aircraft/fed1_3416_x24.mr,24,135,160,54.9653,2.2902,6.4,300,1.875,62,13,62,13,250,258,113,-2
aircraft/fiat_a12_1325_i6.mr,6,160,180,21.7147,3.6191,4.31,325,1.8056,50.1,11.1,50.1,11.1,240,240,107.5,-2.5
aircraft/fiat_a14_3490_v12.mr,12,170,210,57.199,4.7666,4.85,365,1.7381,71,11.91,71,11.23,217,230,113.25,-3.25
aircraft/fiat_a25_3324_v12.mr,12,170,200,54.4752,4.5396,5.2,345,1.725,69.7,16,69.7,16,240,250,112.5,2.5
aircraft/ford_gga_1650_v12.mr,12,137.1981,152.4,27.0366,2.2531,7.25,266.7,1.75,53.848,12.7,48.26,12.7,255,275,97.5,5
aircraft/galloway_2367_v12.mr,12,145,190,37.6496,3.1375,4.9,340,1.7895,74,10,52,12,227,244,113.75,-7.75
aircraft/gr_14k_2366_r14.mr,14,146,165,38.673,2.7624,5.5,303,1.8364,67.5,16.5,64,16.5,245,265,112.5,0
aircraft/gr_5k_845_r5.mr,5,146,165,13.8118,2.7624,5.5,283,1.7152,60,16.5,60,16.5,245,265,112.5,0
aircraft/gr_7k_1185_r7.mr,7,146,165,19.3365,2.7624,5.5,303,1.8364,67.5,16.5,64,16.5,241,265,111.5,1
aircraft/hiero_943_i6.mr,6,135,180,15.459,2.5765,5.06,320,1.7778,66,11.2,44,9.5,205,235,112.5,0
aircraft/hs_12n_2201_v12.mr,12,150,170,36.0498,3.0041,6.2,275,1.6176,70,12.8,70,12.8,250,260,112.5,-2.5
aircraft/hs_18_3407_w18.mr,18,150,170,54.0747,3.0041,5.8,275,1.6176,68,13,68,13,250,260,112.5,-2.5
aircraft/hs_8e_719_v8.mr,8,120,130,11.7621,1.4703,5.33,225,1.7308,56,10,56,10,220,235,113.8,-6.2
aircraft/hs_8f_1127_v8.mr,8,140,150,18.4726,2.3091,5.32,263.5,1.7567,62,10,62,10,224,233,113.2,-6.8
aircraft/iam_m32_1325_v16.mr,16,120,120,21.7147,1.3572,6,200,1.6667,50,11,50,11,250,250,105,0
aircraft/if_asso500_1716_v12.mr,12,140,150,27.7088,2.3091,5.65,258,1.72,45,8.9,45,8.8,230,230,110,0
aircraft/if_asso750_2875_w18.mr,18,140,170,47.105,2.6169,5.65,325,1.9118,45,9.6,45,9.5,230,230,110,0
aircraft/if_v6_1015_i6.mr,6,140,180,16.6253,2.7709,5.1,325,1.8056,65.126,11,65.126,12.5,220,234,110.5,-7.5
aircraft/junkers_jumo211_2135_v12.mr,12,150,165,34.9895,2.9158,6.6,280,1.697,50,17.272,65,16,252,296,99,3
aircraft/junkers_jumo213_2135_v12.mr,12,150,165,34.9895,2.9158,6.93,300,1.8182,50,17.272,65,16,282,345,103.25,3.25
aircraft/junkers_jumo222_3386_r24.mr,24,145,140,55.4837,2.3118,6.75,280,2,55.3,12,63.5,14,282,345,103.25,3.25
aircraft/junkers_l5_1399_i6.mr,6,160,190,22.9211,3.8202,5.5,325,1.7105,72,12.1,72,11.9,212,241.5,104.12,3.12
aircraft/king_1996_v12.mr,12,139.7,177.8,32.7036,2.7253,5,304.8,1.7143,84.9312,15.0812,58.7375,12.7,220,242,114.5,-5.5
aircraft/lancia_1507_v12.mr,12,120.65,180,24.6944,2.0579,4.75,285,1.5833,70,14,70,14,220,230,112.5,-2.5
aircraft/lancia_2329_v12.mr,12,150,180,38.1704,3.1809,4.75,285,1.5833,70,14,70,14,230,230,110,0
aircraft/lawrance_l1_223_r3.mr,3,107.95,133.35,3.6614,1.2205,5.14,247.65,1.8571,52.3875,11.938,52.3875,11.938,312,318,113.5,-0.5
aircraft/ld_12e_1408_v12.mr,12,120,170,23.0719,1.9227,5.25,302,1.7765,61.2,8.71,60,8.71,228,234,114.5,-1.5
aircraft/ld_12ew_1491_w12.mr,12,120,180,24.429,2.0358,6,310,1.7222,60,13.5,60,13.5,229,237,115,-2.5
aircraft/ld_12g_3288_w24.mr,24,126,180,53.866,2.2444,5.2,310,1.7222,65,13.5,65,13.5,229,237,115,-2.5
aircraft/ld_12h_1754_v12.mr,12,145,145,28.7326,2.3944,6,245.1,1.6903,50,10.6,50,10.6,243,249,115,1.5
aircraft/ld_18kd_2236_w18.mr,18,120,180,36.6435,2.0358,6,300,1.6667,61.2,12,60,11,228,234,114.5,-1.5
aircraft/ld_8ba_939_v8.mr,8,120,170,15.3812,1.9227,5,302,1.7765,61.2,8.71,60,8.71,228,234,114.5,-1.5
aircraft/liberty_l12_1649_v12.mr,12,127,177.8,27.0278,2.2523,5.42,304.8,1.7143,69.85,11.1125,69.85,9.525,235,236,108.75,1.25
aircraft/lycoming_o720_722_b8.mr,8,130.175,111.125,11.8317,1.479,8.7,171.45,1.5429,53.975,11.3792,44.45,11.3792,220,227,112,0
aircraft/lycoming_xh2470_2471_h24.mr,24,133.35,120.65,40.4403,1.685,6.5,228.6,1.8947,62.7,12.7,56.8,12.7,278,278,105,-3
aircraft/lycoming_xo1230_1234_f12.mr,12,133.35,120.65,20.2202,1.685,6.5,228.6,1.8947,62.7062,12.7,56.7531,12.7,278,278,105,-3
aircraft/lycoming_xr7755_7756_r36.mr,36,161.925,171.45,127.1036,3.5307,8.5,358.775,2.0926,82.55,17.4625,82.55,17.4625,278,278,105,-3
aircraft/m100_2201_v12.mr,12,150,170,36.0498,3.0041,5.95,275,1.6176,68,13,68,13,250,258,113,-2
aircraft/m105_2143_v12.mr,12,148,170,35.0949,2.9246,7.1,275,1.6176,55.3,13,67,13,250,260,112.5,-2.5
aircraft/m107_2142_v12.mr,12,148,170,35.0949,2.9246,6.75,275,1.6176,62,13,60,13,320,258,97.5,13.5
aircraft/m11_525_r5.mr,5,125,140,8.5903,1.7181,5,270,1.9286,52,12,52,12,280,286,107,2
aircraft/m120_3223_y18.mr,18,148,170,52.6423,2.9246,6.6,275,1.6176,68,15,68,13,280,260,115,-5
aircraft/m12_525_r5.mr,5,125,140,8.5903,1.7181,5,260,1.8571,53,12,53,12,242,249,111.75,0.75
aircraft/m14_1652_v12.mr,12,130,170,27.0774,2.2564,6,300,1.7647,69.85,11.1125,69.85,9.525,235,236,108.75,1.25
aircraft/m14_619_r9.mr,9,105,130,10.131,1.1257,5.9,236.5,1.8192,54.3,14.5,52,14.5,254,271,108.75,1.75
aircraft/m17_2869_v12.mr,12,160,190,45.8421,3.8202,6,340,1.7895,72,10.7,69,10.7,245,236,112.75,-4.75
aircraft/m18_2189_w18.mr,18,125,160,35.3429,1.9635,6.4,300,1.875,57,12,57,12,250,260,112.5,-2.5
aircraft/m25_1823_r9.mr,9,155.5,174.5,29.8256,3.314,6.4,350,2.0057,78,14.25,78,14.25,239,279,109.5,5
aircraft/m34_2846_v12.mr,12,160,190,45.8421,3.8202,6,315,1.6579,60,12,52.5,12,248,235,110.75,-3.25
aircraft/m36_4214_y18.mr,18,160,190,68.7632,3.8202,6,315,1.6579,57,15,52.5,15,248,235,110.75,-3.25
aircraft/m3_3782_r21.mr,21,155.5,155,61.8161,2.9436,7,305,1.9677,78,14.25,78,14.25,269.5,279,112.97,1.53
aircraft/m44_8107_v12.mr,12,222,286,132.8444,11.0704,5,450,1.5734,90,18,75,18,245,236,112.75,-4.75
aircraft/m56_1560_r14.mr,14,130,135,25.0864,1.7919,6.3,265,1.963,65,13.5,65,13.5,239,279,109.5,5
aircraft/m70_3647_r18.mr,18,155.5,174.5,59.6511,3.314,6.4,350,2.0057,78,14.25,78,14.25,239,279,109.5,5
aircraft/m80_2838_r14.mr,14,155.5,174.5,46.3953,3.314,6.4,340,1.9484,78,14.25,78,14.25,239,279,109.5,5
aircraft/m82_2521_r14.mr,14,155.5,155,41.2107,2.9436,7,305,1.9677,78,14.25,78,14.25,263,284,111.75,0.25
aircraft/m8_3132_v12.mr,12,165,200,51.3179,4.2765,5.4,350,1.75,78,16.5,78,16.5,225,245,112.5,-5
aircraft/m9_2214_x16.mr,16,127,177.8,36.037,2.2523,5.4,304.8,1.7143,69.85,11.1125,69.85,9.525,235,236,108.75,1.25
aircraft/maybach_1409_i6.mr,6,165,180,23.0931,3.8488,5.95,310,1.7222,54,9.45,54,9.45,223,220,103.25,-0.25
aircraft/mercedes_diii_902_i6.mr,6,140,160,14.7781,2.463,4.5,291.95,1.8247,71.9,11.15,71.9,11.15,213,256,111.75,3.25
aircraft/mercedes_div_1202_i8.mr,8,140,160,19.7041,2.463,4.73,291.95,1.8247,67.818,11.5,67.818,10.5,229,248.3,112.18,-4.32
aircraft/mercedes_div_1325_i6.mr,6,160,180,21.7147,3.6191,4.82,326,1.8111,55.25,10.125,55.25,10,228.2,247.7,110.8,-4.29
aircraft/mercedes_dvi_2705_w18.mr,18,140,160,44.3342,2.463,4.64,326,2.0375,67.8,11.5,67.8,11.5,220,230,107.5,-2.5
aircraft/miller_1414_v12.mr,12,127,152.4,23.1667,1.9306,4.5,304.8,2,67.4687,12.7,67.4687,12.7,225,225,107.5,0
aircraft/mitsubishi_kinsei_1977_r14.mr,14,140,150,32.327,2.3091,6.6,285,1.9,67.8,13.7,64.3,13.7,264,290,113.5,1.5
aircraft/napier_cub_3687_x16.mr,16,158.75,190.5,60.3299,3.7706,5.3,330.2,1.7333,60.325,12.7,53.975,12.7,244,238,110.5,-1.5
aircraft/napier_dagger_1027_h24.mr,24,96.8375,95.25,16.8366,0.7015,7.75,161.925,1.7,47.625,12.7,44.45,12.7,232,232,100,3
