source_file,cylinders,bore_mm,stroke_mm,displacement_l,displacement_cyl_l,compression_ratio,con_rod_length_mm,con_rod_to_stroke_ratio,intake_valve_dia_mm,intake_valve_lift_mm,exhaust_valve_dia_mm,exhaust_valve_lift_mm,intake_duration_deg,exhaust_duration_deg,LSA_deg,advance_deg
aircraft/napier_lion_1462_w12.mr,12,139.7,130.175,23.9437,1.9953,5.8,249.6,1.9174,44.45,8.7376,45.2437,8.9916,241.2,238,109.81,-0.81
aircraft/napier_rapier_539_h16.mr,16,88.9,88.9,8.8291,0.5518,6,177.8,2,41.275,8.7312,41.275,8.7312,241,238,109.75,-0.75
aircraft/napier_sabre_2238_h24.mr,24,127,120.65,36.6806,1.5284,7,220,1.8235,60,13,60,13,280,280,105,0
aircraft/packard_1551_i6.mr,6,168.275,190.5,25.42,4.2367,6.5,323.85,1.7,57.15,11.1125,57.15,9.525,215,236,113.75,-3.75
aircraft/packard_1a1116_1116_v12.mr,12,120.65,133.35,18.2944,1.5245,5.56,228.6,1.7143,57.15,11.1125,57.15,9.525,215,236,113.75,-3.75
aircraft/packard_1a1237_1237_v12.mr,12,127,133.35,20.2708,1.6892,5,228.6,1.7143,57.15,11.1125,57.15,9.525,215,236,113.75,-3.75
aircraft/packard_1a2025_2025_v12.mr,12,146.05,165.1,33.1911,2.7659,5.08,279.4,1.6923,56.7436,11.1125,56.7436,9.525,215,236,113.75,-3.75
aircraft/packard_1a744_744_v8.mr,8,120.65,133.35,12.1963,1.5245,5.02,228.6,1.7143,57.15,11.1125,57.15,9.525,215,236,113.75,-3.75
aircraft/packard_2a1500_1530_v12.mr,12,136.525,139.7,24.541,2.0451,5.5,228.6,1.6364,53.975,10.9982,50.0062,9.2964,215,236,113.75,-3.75
aircraft/packard_2a2500_2547_v12.mr,12,161.925,165.1,40.7987,3.3999,5.5,279.4,1.6923,65.8812,14.2875,57.5469,12.7,215,236,113.75,-3.75
aircraft/packard_x2775_x24.mr,24,136.525,139.7,49.082,2.0451,5.5,244.475,1.75,53.975,10.9982,50.0062,9.2964,215,236,113.75,-3.75
aircraft/panhard_2743_w16.mr,16,145,170,44.9154,2.8072,5.2,306,1.8,60,13,60,13,220,245,106.25,1.25
aircraft/panhard_v12j_1296_v12.mr,12,115,170,21.1893,1.7658,5.2,292,1.7176,62,12,62,12,220,245,106.25,1.25
aircraft/peugeot_1767_v16.mr,16,120,160,28.9529,1.8096,5,280,1.75,40,9,40,9,214.4,240.2,115.66,-3.27
aircraft/peugeot_2231_x16.mr,16,130,170,36.1032,2.2564,5.3,295,1.7353,45,9.5,45,9.5,214.4,240.2,115.66,-3.27
aircraft/peugeot_690_v8.mr,8,100,180,11.3097,1.4137,5.3,295,1.6389,52,10,48,10,215.3,239.7,115.75,-3.32
aircraft/pw_h2600_2598_h24.mr,24,133.35,127,42.5687,1.7737,7,228.6,1.8,63.5,13.97,63.5,13.97,276,276,107,5
aircraft/pw_r1340_1345_r9.mr,9,146.05,146.05,22.021,2.4468,6,317.5,2.1739,65.7352,14.8,65.7352,14.8,282,282,112.5,-2.5
aircraft/pw_r1535_1539_r14.mr,14,131.762,131.762,25.1529,1.7966,6.4,254,1.9277,56.2102,11.1125,56.2102,11.1125,276,276,118,0
aircraft/pw_r1690_1692_r9.mr,9,155.575,161.925,27.7029,3.0781,6,342.9,2.1176,66.675,17.4625,66.675,14.2875,250,282,112.5,-2.5
aircraft/pw_r1830_1833_r14.mr,14,139.7,139.7,29.9783,2.1413,6.4,273.05,1.9545,63.5,14.2875,63.5,14.2875,276,276,118,0
aircraft/pw_r2060_2065_r20.mr,20,131.7625,123.825,33.7685,1.6884,6,260.35,2.1026,56.2102,11.9063,56.2102,11.9063,276,276,118,0
aircraft/pw_r2800_2811_r18.mr,18,146.05,152.4,45.9569,2.5532,6.65,312.738,2.0521,75.438,17.78,63.5,17.78,276,276,107,5
aircraft/pw_r4360_4362_r28.mr,28,146.05,152.4,71.4885,2.5532,7,312.674,2.0517,78,12.192,78,10.668,320,394,107,11
aircraft/pw_r985_988_r9.mr,9,131.762,131.762,16.1697,1.7966,6,296.862,2.253,56.2102,11.9063,56.2102,14.2875,282,282,112.5,-2.5
aircraft/raf_3a_1050_v12.mr,12,114.3,139.7,17.2012,1.4334,4.75,279.4,2,47.5,11.55,47.5,9.9,206,239,122.25,-4.75
aircraft/raf_4_805_v12.mr,12,100,140,13.1947,1.0996,4.3,280,2,44,8.8,40,6.5,211,258,114.9,-2.9
aircraft/rausie_e6_707_i6.mr,6,127,152.4,11.5833,1.9306,5.491,298.45,1.9583,61.9125,12.1412,61.9125,12.1158,210,243,110.75,-4.25
aircraft/renault_12d_825_v12.mr,12,105,130,13.5081,1.1257,4,260,2,45,10,45,10,225,257,114.75,-4.25
aircraft/renault_12f_1348_v12.mr,12,125,150,22.0893,1.8408,5,300,2,66,10,66,10,219.9,246.8,110.19,-5.29
aircraft/renault_12j_1528_v12.mr,12,125,170,25.0346,2.0862,5.6,300,1.7647,45,10,45,10,220,246,116.5,-3.5
aircraft/renault_12k_1859_v12.mr,12,134,180,30.4616,2.5385,5,320,1.7778,49,10.2,49,10.2,220,246,116.5,-3.5
aircraft/renault_12k_2651_v12.mr,12,160,180,43.4294,3.6191,5.3,320,1.7778,57,10,57,10,220,246,116.5,-3.5
aircraft/renault_12m_2265_v12.mr,12,150,175,37.1101,3.0925,4.8,300,1.7143,54,11,54,11,222,238,119.15,-0.15
aircraft/renault_12r_1159_v12.mr,12,120,140,19.0004,1.5834,6.4,265,1.8929,56,12.8,56,12.8,258,258,115,0
aircraft/renault_18j_2292_w18.mr,18,125,170,37.5518,2.0862,5.6,300,1.7647,45,10,45,10,220,246,116.5,-3.5
aircraft/renault_4p_386_i4.mr,4,120,140,6.3335,1.5834,5.8,240,1.7143,57,10,51,10,258,258,115,0
aircraft/renault_6q_580_i6.mr,6,120,140,9.5002,1.5834,6.4,240,1.7143,57,10,51,10,258,258,115,0
aircraft/renault_8g_899_v8.mr,8,125,150,14.7262,1.8408,4.36,300,2,66,11,66,11,245,235,107.5,0
aircraft/renault_ws_550_v8.mr,8,105,130,9.0054,1.1257,4,260,2,45,10,45,10,225,257,114.75,-4.25
aircraft/rep_7_230_r7.mr,7,85,95,3.7735,0.5391,4,180,1.8947,32,7.5,32,7.5,225,225,107.5,0
aircraft/rr_condor_2138_v12.mr,12,139.7,190.5,35.0396,2.92,6.5,330.2,1.7333,48.4,13.0969,48.4,13.0969,248,248,112,2
aircraft/rr_crecy_1593_v12.mr,12,129.54,165.1,26.1111,2.1759,7,279.4,1.6923,113.14,28,113.14,28,65,15,30,32.5
aircraft/rr_eagle_1252_v12.mr,12,114.3,165.1,20.3287,1.6941,4.88,317.5,1.9231,54.5846,11.176,54.5846,10.922,224,248,118,-4
aircraft/rr_griffon_2239_v12.mr,12,152.4,167.64,36.696,3.058,6,270.51,1.6136,53,14.478,51,14.478,248,248,110,10
aircraft/rr_kestrel_1296_v12.mr,12,127,139.7,21.2361,1.7697,6,233.68,1.6727,42.5,8.9,42.5,8.8,232,232,109,5
aircraft/rr_merlin_1649_v12.mr,12,137.16,152.4,27.0216,2.2518,6,256.54,1.6833,52.07,14.986,51.44,14.986,263,264,110.25,9.75
aircraft/rr_r_2239_v12.mr,12,152.4,167.64,36.696,3.058,6,286.004,1.7061,52.4,16.2,51,16.2,244,247,107.75,0.75
aircraft/rr_vulture_2622_x24.mr,24,127,139.7,42.4722,1.7697,6,233.68,1.6727,42.5,9,42.5,9,264,260,109,1
aircraft/salmson_18cm_2293_r18.mr,18,125,170,37.5518,2.0862,5.4,320,1.8824,60,11,60,11,260,260,115,5
aircraft/salmson_9ac_562_r9.mr,9,100,130,9.1892,1.021,5,235,1.8077,46,9,46,9,245,250,113.75,1.25
aircraft/spa_1a_2376_v16.mr,16,135,170,38.9338,2.4334,5.19,300,1.7647,58.7,12,58.7,12,222,256,116.5,-2.5
aircraft/spa_6a_891_i6.mr,6,135,170,14.6002,2.4334,5.19,265,1.5588,58.7,12,58.7,12,222,256,116.5,-2.5
aircraft/studebaker_xh9350_9349_h24.mr,24,203.2,196.85,153.2089,6.3837,8,374.65,1.9032,112.014,22.86,88.138,22.606,255,260,103.75,1.25
aircraft/wright_p2_1656_r9.mr,9,152.4,165.1,27.105,3.0117,5,340.36,2.0615,73.025,15.875,66.675,15.875,265,285,112.5,5
aircraft/wright_r1750_1752_r9.mr,9,152.4,174.625,28.6687,3.1854,5,349.25,2,76.2,15.875,76.2,15.875,265,285,112.5,5
aircraft/wright_r1820_1826_r9.mr,9,155.575,174.625,29.8757,3.3195,6.4,349.25,2,78,15.875,78,15.875,239,279,109.5,5
aircraft/wright_r2160_2191_r42.mr,42,107.95,92.075,35.3937,0.8427,7,190.5,2.069,60,12.7,50,12.7,284,320,97.5,-3.5
aircraft/wright_r2600_2608_r14.mr,14,155.575,160.337,42.6708,3.0479,6.9,349.25,2.1782,63.5,14.2875,63.5,14.2875,250,285,103.75,-1.25
aircraft/wright_r3350_3353_r18.mr,18,155.575,160.337,54.8625,3.0479,6.85,354.012,2.2079,65.0875,15.875,65.0875,15.875,281,295,99,3.5
aircraft/wright_r4090_4092_r22.mr,22,155.575,160.337,67.0542,3.0479,6.85,431.8,2.6931,65.0875,15.875,65.0875,15.875,281,295,99,3.5
aircraft/wright_r790_788_r9.mr,9,114.3,139.7,12.9009,1.4334,5.1,276.1742,1.9769,53.975,12.7,53.975,12.7,248,248,116,0
aircraft/wright_r975_973_r9.mr,9,127,139.7,15.9271,1.7697,6.3,279.4,2,55.88,14.2875,55.88,14.2875,250,285,113.75,-1.25
aircraft/wright_sgv1800_1821_v12.mr,12,142.875,152.4,29.3203,2.4434,7,247.65,1.625,55.5,14.2875,54.61,14.2875,247,265,109.5,-5.5
aircraft/wright_t3_1948_v12.mr,12,146.05,158.75,31.9145,2.6595,5.3,277.7,1.7493,52,12.3,52,12.2,247,265,111.25,-3.75
contemporary/audi_tf_366_w12.mr,12,84,90.2,5.9984,0.4999,10,153,1.6962,24.5,10,29,10,254,254,110,0
contemporary/aventador.mr,12,95,76.4,6.4985,0.5415,11.8,135,1.767,33.4,11.38,29.4,11.51,288,270,108.5,4.5
contemporary/bmw_m60_243_v8.mr,8,89,80,3.9815,0.4977,10,143,1.7875,35,9.7,30.5,9.4,246,242,110,4
contemporary/bmw_m70_304_v12.mr,12,84,75,4.9876,0.4156,8.8,135,1.8,42,10.5,35,11,246,264,110,4
contemporary/bmw_m70_406_v16.mr,16,84,75,6.6501,0.4156,8.8,135,1.8,42,10.5,35,11,246,264,110,4
contemporary/bmw_m73_328_v12.mr,12,85,79,5.3794,0.4483,10,135,1.7089,42,10.3,36,10.3,240,240,110,4
contemporary/bmw_s62_302_v8.mr,8,94,89,4.9411,0.6176,11,141.5,1.5899,35,10.3,30.5,10.2,252,248,110,0
contemporary/bmw_s70_340_v12.mr,12,86,80,5.5765,0.4647,9.8,135,1.6875,42,10.5,35,11,246,264,110,4
contemporary/bmw_s70_370_v12.mr,12,86,87,6.0644,0.5054,11,142.6,1.6391,37.8,11,31,11,264,264,112,0
contemporary/bmw_s85_305_v10.mr,10,92,75.2,4.999,0.4999,12,140.5,1.8684,35.4,11.7,30.5,11.5,268,260,110,5
contemporary/buick_231_v6.mr,6,96.52,86.36,3.7913,0.6319,9.4,151.56,1.755,43.434,10.4775,37.767,10.687,258,258,110,0
contemporary/cadillac_xv16_829_v16.mr,16,105,98,13.5773,0.8486,10.6,155.575,1.5875,55.88,15.0114,41.021,14.9606,227,260,110.75,2.25
contemporary/chevrolet_lt1_376_v8.mr,8,103.25,92,6.1624,0.7703,11.5,154.9,1.6837,54,13.9954,40.4,13.3096,200,207,116.5,2
contemporary/chevrolet_lt6_333_v8.mr,8,104.2416,80,5.462,0.6828,12.5,145,1.8125,42.0116,13.9954,35.0012,13.3096,276,290,114,0
contemporary/chevrolet_vortec_262_v6.mr,6,101.6,88.392,4.2997,0.7166,9.2,144.78,1.6379,49.276,10.5156,38.1,10.8712,206,228,104.5,-1.5
contemporary/chrysler_atlantic_244_i8.mr,8,87.5,83,3.9928,0.4991,10.5,151,1.8193,34.5,8.89,29.5,8.89,220,252,109.5,-0.5
contemporary/chrysler_hemi_376_v8.mr,8,103.9,90.9,6.1656,0.7707,9.5,157.48,1.7325,54.3052,13.208,41.9862,13.208,263,277,127,0
contemporary/cosworth_510_v16.mr,16,92,78.55,8.3547,0.5222,14.5,150,1.9096,40,10,36,10,246,268.5,112.12,0.12
contemporary/falconer_525_v12.mr,12,101.6,88.392,8.5995,0.7166,10.4,144.78,1.6379,49.276,11.7856,38.1,12.0142,213,219,112,0
contemporary/falconer_601_v12.mr,12,104.775,95.25,9.8549,0.8212,10.9,155.575,1.6333,49.276,12.4206,38.1,11.811,227,241,107,0
contemporary/ferrari_f113a_302_f12.mr,12,82,78,4.943,0.4119,9.2,137,1.7564,28.4,9,25.4,9,244,244,109,3
contemporary/ferrari_f119g_208_v8.mr,8,85,75,3.4047,0.4256,10.4,137,1.8267,42,8.949,37,8.323,248,244,112,0
contemporary/ferrari_f129_213_v8.mr,8,85,77,3.4955,0.4369,11,137,1.7792,26.6,9.1,28.5,9.4,238,252,106.5,3.5
contemporary/ferrari_f130b_287_v12.mr,12,85,69,4.6985,0.3915,11.3,126,1.8261,26.7,7.5,28.6,8,252,262,109,1
contemporary/ferrari_f133a_334_v12.mr,12,88,75,5.4739,0.4562,10.6,131,1.7467,34,10.2,29.2,10.2,243,229,108,-6.5
contemporary/ferrari_f136_274_v8.mr,8,94,81,4.497,0.5621,13,144,1.7778,37.9,10,31.1,10,280,280,110,0
contemporary/ferrari_f140_366_v12.mr,12,92,75.2,5.9988,0.4999,11.2,134,1.7819,35,7.5,30,8,252,262,109,1
contemporary/ferrari_f140ed_382_v12.mr,12,94,75.2,6.2625,0.5219,13.5,134,1.7819,37.8,10.2,31,10.2,243,229,108,-6.5
contemporary/ferrari_f154_238_v8.mr,8,86.5,83,3.902,0.4878,9.4,144,1.7349,37.8,10,31,10,280,280,110,0
contemporary/ford_390_v10.mr,10,93,94,6.3853,0.6385,10.8,169.1,1.7989,37,10,30,10,240,250,114,0
contemporary/ford_cologne_171_v6.mr,6,93.03,68.58,2.7969,0.4662,9.2,130.556,1.9037,42.1,9.4996,38.1,9.4488,276,278,114,0
contemporary/ford_coyote_302_v8.mr,8,92.2,92.7,4.9513,0.6189,12,150.7,1.6257,38,13.1064,31,13.0556,263,277,127,0
contemporary/ford_duratec_362_v12.mr,12,89,79.5,5.935,0.4946,10.3,138.1,1.7371,35,9.8,30,9.8,232,248,112,0
contemporary/ford_modular_281_v8.mr,8,90.2,90,4.6008,0.5751,9.9,150.7,1.6744,37,13.97,30,13.97,228,230,112,3
contemporary/ford_modular_361_v12.mr,12,90.2208,77.216,5.9237,0.4936,8,150.6982,1.9516,37,11.43,30,11.43,222,222,114,0
contemporary/ford_sho_207_v8.mr,8,82.4,79.5,3.3916,0.4239,10,138.1,1.7371,32,10,27,10.41,173,203,110,2
contemporary/ford_triton_413_v10.mr,10,90.22,105.79,6.763,0.6763,9.8,169.1,1.5984,34,11.15,37.5,11.07,176,199,114,0
contemporary/ford_voodoo_315_v8.mr,8,94,93,5.1632,0.6454,12,150.7,1.6204,37.7,14,32,14,234,235,120.5,0
contemporary/jaguar_241_v8.mr,8,86,85,3.95,0.4937,10.75,155.321,1.8273,34.9,9,30.9,9,245,240,108.75,1.25
contemporary/jaguar_366_v12.mr,12,90,78.5,5.9927,0.4994,11,151.45,1.9293,41.275,9.525,34.46,9.525,256,256,111,0
contemporary/jeep_241_i6.mr,6,98.4,86.7,3.9559,0.6593,8.8,155.575,1.7944,48.514,15.24,38.1,15.24,253.3,258,107.53,-6.73
contemporary/lambo_242_v10.mr,10,82,75,3.9608,0.3961,10.5,131.25,1.75,31.5,9.5,27,8.5,280,260,116.5,3.5
contemporary/lambo_303_v10.mr,10,82.5,92.8,4.9607,0.4961,11.5,154,1.6595,33,12,30,12,288,278,108,0
contemporary/lambo_318_v10.mr,10,84.5,92.8,5.2042,0.5204,12.5,154,1.6595,34.85,11.6,29,12,288,278,108,0
contemporary/lambo_diablo_348_v12.mr,12,87,80,5.7069,0.4756,10,138.5,1.7312,32.5,9.6774,27.5,7.9502,280,260,116.5,3.5
contemporary/lambo_murcielago_378_v12.mr,12,87,86.8,6.192,0.516,10.7,134.3,1.5472,33.4,11.38,29.4,11.51,288,270,108.5,4.5
contemporary/lotus_214_v8.mr,8,83,81,3.5061,0.4383,8,141,1.7407,33.5,9,30,8.15,245,230,110,-6
contemporary/mercedes_m113_303_v8.mr,8,97,84,4.966,0.6207,9.5,148.5,1.7679,38,10.8,41,10.8,260,268,114,0
contemporary/mercedes_m116_256_v8.mr,8,92,78.9,4.196,0.5245,9,138,1.749,44.2,9.5,39.1,9.5,238,266,96,1
contemporary/mercedes_m120_365_v12.mr,12,89,80.2,5.9872,0.4989,10,153.8,1.9177,35,9.2,31,9.35,241,261,110,0
contemporary/mercedes_m120_445_v12.mr,12,91.5,92.4,7.291,0.6076,10.5,153.8,1.6645,35,9.55,31,10.15,250,257,110,0
contemporary/mercedes_m137_353_v12.mr,12,84,87,5.7856,0.4821,10,138.7,1.5943,35,11.2,37.1,11.2,260,264,114,0
contemporary/mercedes_m177_243_v8.mr,8,83,92,3.9822,0.4978,10.5,153,1.663,30.5,10,24.5,10,256,268,114,0
contemporary/mercedes_m216_488_w18.mr,18,87.7,73.5,7.9919,0.444,10,145,1.9728,35,9.55,31,10.15,221,220,108.25,1.75
contemporary/mercedes_m275_336_v12.mr,12,82,87,5.5134,0.4594,9,144.5,1.6609,35,11.2,37.1,11.2,260,264,114,0
contemporary/mercedes_m297_421_v12.mr,12,89,92.4,6.898,0.5748,10.5,154,1.6667,35,10.45,31,10.15,268,257,110,0
contemporary/mp4_12c_232_v8.mr,8,93,69.9,3.7986,0.4748,8.7,155,2.2175,35.8,9,31.5,8,320,336,106,4
contemporary/nissan_rb26dett_157_i6.mr,6,86,73.7,2.5687,0.4281,8.5,121.5,1.6486,34.65,8.58,30.15,8.28,240,236,110,4
contemporary/nissan_vq35de_213_v6.mr,6,95.5,81.4,3.4984,0.5831,9.2,144,1.769,37.1,11.5,31.3,11,250,232,116,-4
contemporary/nissan_vr38dett_232_v6.mr,6,95.5,88.4,3.7993,0.6332,10.3,165,1.8665,37.15,10,32.15,9.25,252,230,113,0
contemporary/porsche_928_273_v8.mr,8,95,78.9,4.4741,0.5593,8.5,150,1.9011,43,11,38,10,243,220,110.75,-2.75
contemporary/porsche_928_285_v8.mr,8,97,78.9,4.6644,0.5831,9.3,150,1.9011,45,12,40,11,237,207,104.5,-3
contemporary/porsche_928_303_v8.mr,8,100,78.9,4.9574,0.6197,10.1,150,1.9011,35,9,32,8,225,215,106,-3.5
contemporary/porsche_928_329_v8.mr,8,100,85.9,5.3973,0.6747,10.4,150,1.7462,37,9.5,33,8.5,254,220,106,-8
contemporary/porsche_964_220_b6.mr,6,100,76.4,3.6003,0.6,11.3,127,1.6623,50,13.2,43.5,13.2,288,280,114,0
contemporary/porsche_993_220_b6.mr,6,100,76.4,3.6003,0.6,11.3,127,1.6623,50,12,43.5,11,241,230,114.75,-4.75
contemporary/porsche_m48_275_v8.mr,8,93,83,4.5105,0.5638,11.5,155,1.8675,37.1,11.2,32.5,11.2,268,268,110,0
contemporary/tvr_ajp8_273_v8.mr,8,91,86,4.4747,0.5593,10.5,147.32,1.713,45,12.7,36,12.7,270,270,108,3
contemporary/vaz_1111_39_i2.mr,2,76,71,0.6442,0.3221,9.9,121,1.7042,36,9.6,30.5,9,266,252,105.5,-1.5
contemporary/viper_488_v10.mr,10,101.6,98.552,7.9899,0.799,9.6,155.5242,1.5781,48.768,13.8176,40.64,13.8176,212,232,110,4
contemporary/viper_505_v10.mr,10,102.362,100.584,8.2774,0.8277,9.6,158.5,1.5758,50.8,14.0716,40.132,14.0716,305,290,118.75,2.75
contemporary/viper_511_v10.mr,10,103,100.584,8.3809,0.8381,10.2,158.5,1.5758,52.832,14.3739,40.894,13.589,305,290,118.75,2.75
contemporary/vw_245_w8.mr,8,84,90.2,3.9989,0.4999,10.7,164,1.8182,31,11.4,27,11.4,268,268,115,0
contemporary/vw_284_vr10.mr,10,81,90.2,4.648,0.4648,10.8,164,1.8182,31,11.4,27,11,268,262,112,0
contemporary/vw_366_w12.mr,12,84,90.2,5.9984,0.4999,10.7,164,1.8182,31,10,27,10,210,255,92.75,14.75
contemporary/vw_382_w18.mr,18,76.5,75.6,6.2547,0.3475,10,144,1.9048,29.5,10,26,10,260,252,117,-7
contemporary/vw_488_w16.mr,16,86,86,7.9929,0.4996,8.3,164,1.907,31,10,27,10,235,233,99.5,8
contemporary/vw_vr6.mr,6,84,95.9,3.1887,0.5315,11.3,164,1.7101,31,11.4,27,11.4,268,268,115,0
contemporary/wank.mr,,,,,,,,,,,,,,,,
contemporary/wankel_1.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_2.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_3.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_4.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_4c.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_5.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_6.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_6_r.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_7.mr,,,3,,,,,,,,,,,,,
contemporary/wankel_7_p4.mr,,,3,,,,,,,,,,,,,
contemporary/zil_4101_425_v8.mr,8,108,95,6.9623,0.8703,8.5,175,1.8421,53.5,10.6,43,10.6,312,316,112,-16.5
contemporary/zil_4104_470_v8.mr,8,108,105,7.6951,0.9619,9.3,175,1.6667,53.5,10.6,43,10.6,312,316,112,-16.5
contemporary/zmz_301_195_v6.mr,6,92,80,3.1909,0.5318,9.5,158,1.975,37,9.2,31.5,9.2,240,240,103,1
contemporary/zmz_406_140_i4.mr,4,92,86,2.2868,0.5717,9.3,158,1.8372,37,9.2,31.5,9.2,240,240,103,1
diesel/11d45_12258_v16.mr,16,230,300,199.4283,12.4643,13.5,610,2.0333,117.4734,25,72,15,50,40,25,-305
diesel/14d40_9193_v12.mr,12,230,300,149.5712,12.4643,13.5,610,2.0333,117.4734,25,72,15,50,40,25,-305
diesel/18d70_14773_v18.mr,18,250,270,238.5647,13.2536,12.8,605,2.2407,76,20,72,20,290,247,78.75,-3.25
diesel/1d49_16768_v20.mr,20,260,260,276.0832,13.8042,13.5,580,2.2308,90,22,80,22,264,308,89,5
diesel/20d70_16414_v20.mr,20,250,270,265.0719,13.2536,12.8,605,2.2407,76,20,72,20,290,247,78.75,-3.25
diesel/2d49_10061_v12.mr,12,260,260,165.6499,13.8042,13.5,580,2.2308,90,22,80,22,265,265,87.5,10
diesel/2d70_13131_v16.mr,16,250,270,212.0575,13.2536,12.8,605,2.2407,76,20,72,20,290,290,82.5,1.5
diesel/5d49_13414_v16.mr,16,260,260,220.8665,13.8042,13.5,580,2.2308,90,22,80,22,265,265,87.5,10
diesel/6d49_6707_v8.mr,8,260,260,110.4333,13.8042,13.5,580,2.2308,90,22,80,22,265,280,87.5,12
diesel/a01_680_i6.mr,6,130,140,11.1495,1.8583,16,265,1.8929,61,13.5,48,13.5,250,250,105,0
diesel/a101_1134_i10.mr,10,130,140,18.5825,1.8583,16,265,1.8929,61,13.5,48,13.5,250,250,105,0
diesel/a121_1361_i12.mr,12,130,140,22.299,1.8583,16,265,1.8929,61,13.5,48,13.5,250,250,105,0
diesel/a81_907_i8.mr,8,130,140,14.866,1.8583,16,265,1.8929,61,13.5,48,13.5,250,250,105,0
diesel/a91_1021_i9.mr,9,130,140,16.7243,1.8583,16,265,1.8929,61,13.5,48,13.5,250,250,105,0
diesel/alco_251_10688_v16.mr,16,228.6,266.7,175.14,10.9462,11.75,533.4,2,72.39,15.24,72.39,15.24,274,274,96,0
diesel/alco_251_12024_v18.mr,18,228.6,266.7,197.0325,10.9462,11.75,533.4,2,72.39,15.24,72.39,15.24,274,274,96,0
diesel/alco_251_8016_v12.mr,12,228.6,266.7,131.355,10.9462,11.75,533.4,2,72.39,15.24,72.39,15.24,274,274,96,0
diesel/baldwin_608a_15832_i8.mr,8,323.85,393.7,259.4377,32.4297,13.45,787.4,2,106.362,23.8252,106.362,23.8252,260,260,100,2
diesel/cummins_359_i6.mr,6,102,120,5.8833,0.9806,17,192,1.6,45,10.4458,42,11.6904,189,194,114.5,0
diesel/d120_127_i2.mr,2,105,120,2.0782,1.0391,16.5,217,1.8083,44,11.6,38,11.6,236,236,102,0
diesel/d12_2373_v12.mr,12,150,180,38.1704,3.1809,14,320,1.7778,54,13,50,13,248,248,104,0
diesel/d144_254_i4.mr,4,105,120,4.1563,1.0391,16.5,217,1.8083,44,11.6,38,11.6,236,236,102,0
diesel/d16_104_i2.mr,2,95,120,1.7012,0.8506,18,210,1.75,39,9.375,36,9.375,236,236,102,0
diesel/d240_290_i4.mr,4,110,125,4.7517,1.1879,16,230,1.84,48,10.2,42,10.2,242,254,107,2
diesel/d260_435_i6.mr,6,110,125,7.1275,1.1879,15,230,1.84,48,10.2,42,10.2,242,254,107,2
diesel/d35_249_i4.mr,4,100,130,4.0841,1.021,17.6,260,2,38,12.243,34,12.243,236,246,110.5,2.5
diesel/d50_9596_i6.mr,6,318,330,157.2568,26.2095,11,710,2.1515,102,19.5,102,19.5,295,286,78.25,10.75
diesel/d54_455_i4.mr,4,125,152,7.4613,1.8653,16,330,2.1711,47.5,11.9,48,11.9,210,240,101.5,4.5
diesel/db67_494_v6.mr,6,125,110,8.0994,1.3499,16,230,2.0909,43.5,9.5,43.5,9.5,236,246,110.5,2.5
diesel/detroit_12v71_851_v12.mr,12,107.95,127,13.9483,1.1624,18.7,257.175,2.025,74.705,16,35,10.16,60,15,32.5,31.25
diesel/detroit_16v71_1135_v16.mr,16,107.95,127,18.5977,1.1624,18.7,257.175,2.025,74.705,16,35,10.16,60,15,32.5,31.25
diesel/detroit_6v71_426_v6.mr,6,107.95,127,6.9741,1.1624,18.7,257.175,2.025,74.705,16,35,10.16,60,25,27.5,-302.5
diesel/detroit_8v71_567_v8.mr,8,107.95,127,9.2988,1.1624,18.7,257.175,2.025,74.705,16,35,10.16,60,25,27.5,-302.5
diesel/detroit_8v92_736_v8.mr,8,122.9424,127,12.0611,1.5076,19,257.175,2.025,92,20.44,35,10.16,60,25,27.5,28.75
diesel/dg_2329_f12.mr,12,150,180,38.1704,3.1809,14.5,320,1.7778,54,13,50,13,248,248,104,0
diesel/dtn_10_1963_u10.mr,10,160,160,32.1699,3.217,13.5,275,1.7188,54,13,50,13,248,248,104,0
diesel/duramax_402_v8.mr,8,103,99,6.5992,0.8249,16,163,1.6465,34,9.89,33,9.985,208,213,107.5,1.5
diesel/emd_567_3405_v6.mr,6,215.9,254,55.7931,9.2988,16,584.2,2.3,158,35,63.5,17.4244,50,40,25,27.5
diesel/emd_567_4540_v8.mr,8,215.9,254,74.3907,9.2988,16,584.2,2.3,158,35,63.5,17.4244,50,40,25,27.5
diesel/emd_567_6809_v12.mr,12,215.9,254,111.5861,9.2988,16,584.2,2.3,158,35,63.5,17.4244,50,40,25,27.5
diesel/emd_567_9079_v16.mr,16,215.9,254,148.7815,9.2988,16,584.2,2.3,158,35,63.5,17.4244,50,40,25,-305
diesel/emd_645_12901_v20.mr,20,230.187,254,211.405,10.5702,16,584.2,2.3,175,37,63.5,17.48,50,40,25,27.5
diesel/k6s310dr_9949_i6.mr,6,310,360,163.0298,27.1716,11,690,1.9167,100,19.5,100,19.5,295,280,76.25,8.75
